P7,O1,O2,P8,Label
4575.897,3950.256,3856.41,4266.154,0
4571.795,3942.564,3855.385,4261.538,0
4576.923,3945.128,3866.667,4274.359,0
4576.41,3947.692,3870.769,4281.538,0
4574.872,3943.59,3865.641,4278.974,0
4580.513,3945.128,3861.026,4277.436,0
4592.308,3953.846,3858.974,4276.41,0
4586.667,3944.103,3854.872,4273.846,0
4566.154,3931.795,3849.744,4271.795,0
4566.667,3941.538,3842.051,4265.641,0
4588.205,3954.359,3842.564,4269.231,0
4600,3955.897,3861.538,4287.692,0
4593.846,3950.256,3870.769,4289.744,0
4585.128,3946.667,3862.051,4283.077,0
4587.692,3952.308,3867.692,4292.308,0
4590.256,3952.821,3875.897,4292.308,0
4583.077,3941.538,3862.564,4273.333,0
4585.128,3942.051,3851.282,4268.205,0
4592.308,3950.256,3856.41,4283.59,0
4587.179,3945.128,3867.692,4298.462,0
4585.641,3946.154,3876.41,4301.538,0
4599.487,3959.487,3875.897,4300,0
4602.051,3958.462,3873.846,4301.538,0
4587.179,3954.359,3876.41,4306.154,0
4580.513,3957.949,3866.667,4305.128,0
4597.436,3958.462,3858.974,4302.564,0
4604.103,3952.821,3869.744,4301.026,0
4583.077,3951.795,3878.462,4297.436,0
4574.872,3948.205,3871.282,4294.872,0
4593.333,3940.513,3861.026,4291.795,0
4596.923,3941.026,3858.462,4286.154,0
4583.59,3948.718,3866.667,4289.231,0
4588.718,3951.282,3871.795,4296.923,0
4598.462,3951.795,3865.641,4294.872,0
4593.333,3953.846,3868.718,4291.282,0
4576.923,3940.513,3865.641,4291.795,0
4574.872,3937.436,3861.026,4296.41,0
4595.897,3961.538,3880,4306.154,0
4615.897,3976.923,3890.256,4317.436,0
4608.718,3963.077,3875.385,4316.41,0
4587.692,3951.795,3882.564,4311.795,0
4582.564,3953.846,3894.872,4310.256,0
4591.282,3953.846,3870.256,4305.128,0
4590.769,3950.256,3847.179,4291.795,0
4578.974,3944.103,3850.256,4280,0
4572.308,3944.103,3860,4283.59,0
4589.231,3955.897,3870.769,4300,0
4615.385,3961.538,3876.923,4304.615,0
4610.769,3957.436,3869.744,4294.359,0
4590.769,3954.872,3866.667,4293.333,0
4590.256,3959.487,3875.897,4301.538,0
4600.513,3965.641,3883.077,4309.744,0
4587.179,3957.949,3879.487,4318.974,0
4568.718,3949.744,3873.333,4315.385,0
4578.462,3952.308,3864.615,4296.41,0
4601.026,3961.026,3864.103,4294.359,0
4599.487,3960.513,3868.718,4298.974,0
4576.923,3943.077,3861.538,4283.077,0
4575.897,3933.333,3853.846,4275.897,0
4595.897,3948.718,3861.538,4290.769,0
4586.154,3947.692,3859.487,4285.641,0
4556.41,3918.974,3843.077,4265.641,0
4621.538,3995.385,3876.41,4295.385,0
4608.718,3987.179,3877.949,4288.205,0
4612.308,3973.846,3888.205,4304.103,0
4617.436,3966.667,3890.769,4307.692,0
4615.897,3977.436,3885.128,4301.538,0
4616.923,3989.231,3878.462,4303.077,0
4608.205,3976.923,3872.821,4295.897,0
4595.385,3964.103,3867.692,4278.462,0
4607.692,3980.513,3868.718,4281.538,0
4626.667,3989.231,3871.795,4298.462,0
4624.103,3973.846,3878.462,4306.667,0
4616.923,3975.385,3883.077,4304.103,0
4618.462,3988.205,3873.333,4295.385,0
4612.821,3972.308,3867.179,4291.795,0
4612.821,3967.692,3884.103,4305.128,0
4629.744,4000,3897.436,4315.897,0
4637.949,4008.205,3887.179,4308.718,0
4604.103,3968.205,3873.333,4294.872,0
4568.205,3944.615,3868.205,4288.718,0
4600.513,3969.744,3873.846,4295.385,0
4645.128,3993.846,3884.615,4307.692,0
4634.359,3991.795,3891.795,4313.333,0
4611.795,3985.128,3888.205,4308.205,0
4613.333,3982.564,3882.564,4297.949,0
4612.308,3980,3878.462,4293.333,0
4609.231,3978.462,3874.359,4296.41,0
4610.769,3978.462,3871.795,4292.308,0
4610.256,3978.462,3871.795,4283.59,0
4611.282,3977.436,3872.308,4286.667,0
4606.154,3971.282,3869.231,4291.282,0
4603.077,3967.179,3872.308,4287.692,0
4610.769,3973.846,3880.513,4290.256,0
4613.846,3981.538,3880,4300,0
4608.718,3982.564,3879.487,4304.615,0
4607.692,3981.538,3884.615,4306.154,0
4604.103,3980.513,3886.667,4304.103,0
4600.513,3974.359,3881.538,4295.897,0
4617.949,3978.462,3887.692,4303.59,0
4628.718,3986.667,3899.487,4320.513,0
4615.385,3980.513,3888.205,4311.282,0
4608.718,3970.769,3868.205,4296.41,0
4612.308,3970.256,3870.769,4300,0
4612.308,3983.59,3882.564,4303.077,0
4617.949,3993.333,3877.436,4301.538,0
4625.128,3975.385,3869.231,4306.667,0
4614.872,3958.462,3873.333,4306.667,0
4610.769,3973.846,3880.513,4303.59,0
4616.41,3984.103,3878.974,4305.641,0
4614.872,3975.897,3880,4309.744,0
4608.718,3977.949,3886.154,4309.744,0
4602.564,3978.974,3882.564,4302.564,0
4598.974,3975.385,3873.846,4291.282,0
4595.385,3972.308,3870.769,4295.385,0
4591.282,3964.103,3870.769,4306.667,0
4594.359,3963.077,3869.231,4303.077,0
4614.359,3972.821,3871.282,4297.436,0
4630.256,3981.538,3875.385,4306.667,0
4625.641,3981.538,3875.897,4316.923,0
4614.872,3973.333,3873.333,4315.385,0
4607.692,3964.103,3871.282,4309.744,0
4598.974,3964.103,3872.821,4307.692,0
4602.051,3974.872,3879.487,4314.359,0
4615.385,3989.231,3889.231,4322.564,0
4610.256,3989.744,3889.744,4317.949,0
4602.564,3981.538,3885.641,4309.231,0
4616.923,3985.641,3889.744,4309.231,0
4625.641,3990.256,3892.821,4314.359,0
4625.128,3989.231,3890.256,4317.949,0
4630.769,3992.308,3884.103,4316.923,0
4624.615,3985.128,3872.308,4305.641,0
4603.59,3970.769,3862.051,4292.821,0
4602.564,3971.282,3862.564,4288.205,0
4620,3976.41,3867.692,4289.231,0
4618.462,3972.308,3872.308,4295.385,0
4603.59,3971.795,3880.513,4304.615,0
4598.974,3973.846,3883.59,4307.692,0
4602.564,3975.385,3873.846,4297.436,0
4605.641,3982.564,3867.179,4289.231,0
4615.385,3989.231,3879.487,4304.615,0
4629.744,3983.59,3889.231,4317.949,0
4628.205,3976.923,3879.487,4310.769,0
4620,3985.641,3873.846,4305.641,0
4618.974,3993.333,3883.077,4307.692,0
4614.359,3980.513,3881.538,4298.974,0
4598.974,3961.026,3868.205,4292.308,0
4588.718,3959.487,3865.128,4298.462,0
4601.026,3975.897,3867.179,4299.487,0
4623.077,3983.59,3871.282,4302.564,0
4627.179,3974.359,3878.462,4315.897,0
4616.923,3964.103,3877.436,4315.385,0
4594.359,3958.974,3863.59,4294.872,0
4586.154,3965.128,3862.051,4288.718,0
4617.949,3983.077,3880.513,4306.667,0
4647.179,3996.923,3892.821,4322.564,0
4631.795,3995.385,3888.718,4321.026,0
4609.231,3987.179,3882.564,4314.359,0
4607.692,3974.359,3881.026,4312.308,0
4600.513,3964.615,3872.821,4305.641,0
4592.821,3965.641,3863.077,4295.897,0
4604.615,3971.282,3867.692,4300.513,0
4627.179,3982.051,3874.872,4309.744,0
4636.41,3989.744,3873.333,4312.308,0
4613.846,3974.359,3867.692,4311.795,0
4597.436,3968.205,3872.308,4310.256,0
4623.59,3990.769,3885.641,4317.436,0
4641.538,3994.359,3891.282,4330.769,0
4623.077,3978.462,3885.128,4323.59,0
4612.308,3979.487,3882.051,4306.667,0
4623.077,3985.641,3886.154,4313.333,0
4623.59,3981.538,3884.615,4321.538,0
4618.974,3980,3882.051,4313.846,0
4617.949,3976.41,3881.026,4310.769,0
4617.949,3974.359,3882.564,4313.846,0
4614.872,3977.949,3883.077,4312.821,0
4610.256,3973.333,3878.462,4312.308,0
4616.923,3974.872,3878.974,4321.026,0
4623.077,3985.128,3885.641,4326.667,0
4616.41,3987.179,3884.615,4321.538,0
4616.923,3983.077,3878.462,4316.41,0
4623.59,3981.026,3878.974,4313.846,0
4616.923,3985.128,3879.487,4310.256,0
4617.949,3990.256,3873.846,4310.256,0
4637.436,3986.667,3871.795,4314.359,0
4634.359,3976.923,3878.462,4318.974,0
4608.205,3973.846,3889.231,4322.564,0
4607.179,3973.846,3892.821,4322.051,0
4610.256,3968.205,3882.051,4311.795,0
4588.718,3962.564,3871.795,4302.051,0
4593.333,3975.385,3879.487,4306.667,0
4631.282,3994.359,3891.282,4322.564,0
4635.897,3988.718,3882.564,4322.564,0
4606.154,3970.769,3866.667,4306.154,0
4602.564,3972.308,3873.333,4309.231,0
4621.538,3987.692,3885.128,4323.077,0
4615.385,3984.615,3877.949,4315.897,0
4601.026,3971.795,3867.692,4303.59,0
4611.282,3974.872,3871.795,4304.615,0
4616.923,3975.897,3877.949,4306.154,0
4608.205,3971.795,3882.051,4313.846,0
4621.538,3981.538,3886.154,4325.641,0
4637.949,3992.308,3883.59,4322.051,0
4630.256,3987.179,3881.026,4315.385,0
4622.051,3978.974,3882.564,4318.462,0
4609.744,3970.256,3875.385,4311.795,0
4597.949,3966.154,3872.821,4301.538,0
4605.641,3975.385,3882.051,4309.231,0
4613.333,3979.487,3881.026,4316.41,0
4613.333,3978.974,3870.769,4307.692,0
4616.923,3982.564,3869.231,4297.436,0
4616.923,3977.436,3871.795,4298.462,0
4618.462,3970.769,3870.769,4309.744,0
4626.154,3975.897,3875.385,4315.897,0
4621.538,3973.846,3882.051,4311.282,0
4609.231,3966.667,3886.154,4314.872,0
4607.692,3972.308,3885.641,4321.026,0
4610.769,3981.026,3883.59,4314.359,0
4618.462,3986.154,3886.667,4312.821,0
4627.179,3989.744,3887.179,4320.513,0
4621.026,3981.538,3877.949,4311.282,0
4603.077,3966.154,3867.692,4296.41,0
4597.949,3958.974,3863.077,4293.846,0
4609.744,3964.615,3866.154,4300,0
4616.41,3976.41,3871.282,4304.103,0
4616.923,3982.051,3873.333,4305.641,0
4621.026,3981.026,3871.282,4303.077,0
4620,3977.949,3870.769,4302.051,0
4608.718,3976.41,3876.923,4305.128,0
4608.205,3978.462,3885.128,4311.795,0
4621.026,3984.615,3888.718,4321.026,0
4628.205,3986.667,3894.359,4328.718,0
4623.59,3985.641,3898.462,4326.154,0
4610.769,3985.128,3889.231,4316.41,0
4607.179,3982.564,3884.103,4316.41,0
4613.333,3976.923,3887.692,4317.949,0
4614.872,3971.795,3884.103,4313.846,0
4610.769,3973.333,3877.949,4311.795,0
4608.205,3975.385,3870.256,4304.615,0
4611.282,3971.795,3863.59,4295.385,0
4619.487,3978.462,3874.359,4303.077,0
4617.949,3980,3881.026,4307.692,0
4607.179,3969.744,3871.282,4294.359,0
4607.692,3969.231,3876.41,4293.846,0
4612.821,3975.897,3890.256,4306.154,0
4612.308,3978.974,3882.051,4303.59,0
4613.333,3985.128,3871.282,4288.718,0
4616.41,3984.103,3878.462,4290.256,0
4610.769,3971.795,3888.718,4304.615,0
4604.615,3972.308,3890.769,4307.692,0
4605.641,3974.359,3883.59,4292.308,0
4609.231,3961.538,3870.256,4284.103,0
4613.846,3963.077,3869.744,4297.436,0
4617.949,3978.974,3882.051,4308.205,0
4613.333,3980,3883.077,4302.564,0
4598.974,3964.103,3869.744,4287.692,0
4595.897,3958.974,3862.564,4276.41,0
4613.846,3977.436,3873.333,4280,0
4628.718,3990.256,3887.692,4296.923,0
4629.231,3991.282,3894.359,4312.308,0
4609.744,3984.615,3888.205,4307.179,0
4588.718,3967.692,3881.026,4290.256,0
4597.436,3967.692,3885.128,4289.744,0
4624.103,3992.308,3887.179,4303.077,0
4630.769,3995.385,3885.641,4309.744,0
4614.359,3970.769,3888.718,4310.256,0
4605.641,3963.077,3889.231,4308.718,0
4596.923,3964.103,3872.821,4292.308,0
4588.205,3960,3857.949,4276.923,0
4596.41,3964.615,3864.103,4284.103,0
4614.359,3975.897,3872.821,4293.846,0
4622.051,3982.564,3869.744,4291.795,0
4608.205,3973.333,3866.154,4285.641,0
4589.231,3965.128,3864.615,4277.949,0
4592.821,3971.282,3863.59,4276.923,0
4604.103,3970.769,3866.667,4283.59,0
4603.077,3966.667,3875.897,4288.718,0
4607.692,3972.821,3883.59,4296.41,0
4605.128,3973.333,3886.154,4303.077,0
4589.744,3966.154,3884.615,4298.974,0
4602.564,3976.923,3885.128,4301.026,0
4628.718,3986.154,3888.718,4307.179,0
4624.103,3981.538,3881.026,4296.41,0
4615.385,3985.641,3873.333,4289.744,0
4615.897,3986.667,3871.795,4294.872,0
4611.282,3980.513,3869.744,4289.231,0
4614.872,3984.615,3872.308,4284.615,0
4616.41,3983.59,3873.846,4292.308,0
4601.538,3963.077,3869.744,4294.359,0
4600,3965.641,3875.385,4295.897,0
4603.59,3978.462,3883.077,4296.923,0
4595.897,3968.205,3880,4292.308,0
4607.179,3968.205,3878.462,4295.897,0
4630.769,3991.282,3883.59,4305.128,0
4618.462,3989.231,3876.923,4299.487,0
4600.513,3969.744,3875.385,4295.385,0
4615.897,3969.744,3886.667,4304.103,0
4617.436,3972.308,3880.513,4298.974,0
4600,3972.308,3870.769,4291.282,0
4604.103,3978.462,3881.538,4304.103,0
4626.154,3984.615,3890.769,4315.385,0
4632.308,3989.744,3886.154,4313.333,0
4618.462,3987.692,3885.128,4312.308,0
4610.769,3984.615,3883.077,4307.692,0
4623.077,3991.282,3879.487,4299.487,0
4635.897,3998.462,3888.205,4304.103,0
4626.154,3992.821,3900,4311.282,0
4620.513,3990.769,3899.487,4309.744,0
4625.128,3993.846,3889.744,4304.615,0
4622.051,3991.795,3881.026,4302.051,0
4616.923,3985.128,3877.949,4303.077,0
4608.718,3971.795,3876.41,4305.128,0
4603.59,3967.179,3877.436,4302.051,0
4613.846,3983.59,3883.077,4297.949,0
4624.103,3994.872,3885.641,4303.077,0
4621.026,3987.179,3885.128,4312.821,0
4619.487,3983.59,3887.179,4311.795,0
4622.051,3987.692,3890.256,4302.051,0
4613.846,3980.513,3887.692,4300.513,0
4614.359,3977.436,3886.667,4313.333,0
4617.436,3985.128,3885.641,4315.385,0
4608.718,3984.103,3881.538,4298.974,0
4604.615,3979.487,3884.615,4291.795,0
4611.282,3983.59,3889.231,4296.923,0
4613.333,3985.641,3886.154,4291.282,0
4606.667,3984.103,3884.103,4283.077,0
4603.077,3983.59,3880,4285.128,0
4610.769,3983.59,3878.462,4295.897,0
4627.692,3990.256,3888.718,4309.231,0
4627.179,3988.205,3892.821,4311.282,0
4611.282,3975.385,3885.641,4304.615,0
4608.205,3979.487,3888.205,4309.231,0
4607.692,3993.333,3892.821,4314.872,0
4603.077,3987.179,3886.667,4308.205,0
4614.359,3984.615,3885.128,4298.974,0
4624.615,3996.923,3889.231,4298.974,0
4611.795,3995.385,3887.179,4303.59,0
4600,3982.564,3887.692,4305.641,0
4609.231,3979.487,3888.718,4303.077,0
4617.949,3984.615,3881.026,4298.462,0
4611.795,3982.564,3869.744,4290.769,0
4599.487,3969.744,3867.692,4284.103,0
