P7,O1,O2,P8,Label
4645.128,3997.949,3905.128,4313.333,0
4635.385,3987.179,3897.436,4314.359,0
4620.513,3975.897,3887.179,4306.667,0
4621.538,3977.436,3893.846,4304.103,0
4631.795,3987.179,3898.974,4309.231,0
4636.923,3990.256,3892.308,4311.282,0
4636.923,3988.718,3890.256,4310.769,0
4630.256,3980.513,3892.821,4308.205,0
4622.564,3973.333,3889.744,4304.615,0
4628.205,3980,3887.179,4305.128,0
4635.897,3986.667,3893.846,4309.744,0
4626.667,3974.872,3899.487,4311.795,0
4620,3967.692,3892.821,4305.128,0
4617.949,3970.256,3882.051,4290.769,0
4614.359,3968.205,3878.974,4286.667,0
4616.923,3971.795,3884.103,4295.897,0
4619.487,3974.359,3881.026,4294.359,0
4618.974,3971.282,3878.974,4288.205,0
4627.179,3979.487,3886.154,4295.897,0
4631.282,3985.641,3887.692,4300.513,0
4615.385,3973.846,3883.59,4290.769,0
4610.769,3969.744,3887.179,4290.256,0
4627.179,3977.436,3891.282,4302.051,0
4634.872,3981.538,3889.744,4308.205,0
4625.641,3982.051,3893.333,4305.641,0
4614.359,3979.487,3891.795,4296.923,0
4610.769,3969.231,3877.949,4286.154,0
4622.051,3971.795,3873.846,4288.205,0
4634.359,3984.615,3883.59,4296.41,0
4627.179,3985.641,3886.154,4295.385,0
4614.872,3976.41,3881.538,4289.744,0
4614.359,3969.744,3886.154,4292.308,0
4621.538,3974.872,3896.41,4300,0
4622.051,3978.462,3894.872,4301.538,0
4609.744,3969.231,3885.128,4291.795,0
4606.154,3966.667,3880,4282.051,0
4622.564,3975.385,3881.026,4287.179,0
4629.231,3973.846,3878.974,4293.846,0
4617.436,3968.205,3876.923,4291.795,0
4611.795,3973.333,3877.949,4289.231,0
4616.923,3974.872,3881.026,4295.385,0
4620.513,3971.282,3888.205,4299.487,0
4625.641,3981.026,3888.718,4295.385,0
4624.103,3982.564,3883.59,4294.359,0
4613.333,3968.718,3884.615,4296.923,0
4612.821,3967.179,3887.692,4293.846,0
4624.103,3975.897,3888.205,4291.795,0
4631.795,3977.436,3893.846,4301.538,0
4624.615,3972.821,3893.846,4302.051,0
4613.846,3969.744,3878.462,4287.692,0
4618.974,3972.308,3874.359,4286.667,0
4629.231,3973.846,3881.538,4295.385,0
4625.641,3971.795,3878.974,4290.256,0
4621.538,3976.923,3883.59,4290.256,0
4627.179,3978.974,3895.897,4305.128,0
4627.692,3970.769,3891.795,4308.718,0
4617.436,3966.154,3882.051,4296.41,0
4616.923,3973.333,3885.641,4295.385,0
4626.667,3982.051,3890.256,4308.205,0
4628.718,3986.154,3889.744,4314.359,0
4618.974,3977.949,3885.128,4297.436,0
4609.744,3965.128,3877.436,4278.462,0
4607.692,3964.103,3877.436,4283.077,0
4608.718,3970.256,3883.59,4293.846,0
4616.41,3978.974,3886.667,4296.923,0
4620,3985.641,3890.769,4304.103,0
4617.436,3983.077,3895.897,4311.795,0
4616.41,3975.385,3895.385,4310.769,0
4620,3980,3896.41,4310.769,0
4625.641,3988.205,3894.359,4307.179,0
4629.744,3988.205,3889.744,4307.692,0
4626.154,3985.128,3894.359,4316.41,0
4624.103,3987.179,3900.513,4318.462,0
4632.821,3990.769,3896.923,4312.308,0
4634.359,3991.795,3893.846,4311.795,0
4621.026,3987.692,3894.359,4308.205,0
4615.897,3979.487,3891.795,4299.487,0
4626.667,3983.59,3893.846,4300,0
4626.667,3988.205,3895.385,4300,0
4620,3978.974,3887.692,4293.333,0
4624.103,3972.308,3881.538,4292.308,0
4624.103,3979.487,3885.641,4294.359,0
4616.923,3984.103,3886.667,4290.769,0
4622.564,3985.128,3884.103,4290.769,0
4627.692,3986.667,3885.641,4294.872,0
4616.923,3981.026,3885.128,4292.821,0
4620,3980,3885.128,4294.359,0
4633.846,3983.077,3891.795,4304.615,0
4624.103,3975.385,3893.846,4303.077,0
4612.821,3974.359,3885.641,4296.41,0
4623.077,3983.077,3884.615,4298.462,0
4631.282,3983.077,3890.769,4299.487,0
4621.538,3981.538,3890.769,4297.949,0
4619.487,3987.179,3895.897,4303.59,0
4631.795,3993.846,3902.564,4313.846,0
4637.436,3996.923,3893.846,4310.769,0
4632.308,3988.718,3884.615,4298.462,0
4623.59,3975.897,3888.718,4298.462,0
4613.333,3969.744,3889.744,4303.077,0
4613.333,3969.231,3884.615,4295.897,0
4635.897,3983.59,3893.846,4301.538,0
4648.205,3998.462,3900,4320.513,0
4627.692,3985.128,3887.179,4312.821,0
4609.231,3966.154,3881.538,4288.205,0
4621.026,3975.897,3889.744,4284.615,0
4637.949,3992.308,3889.744,4292.308,0
4631.795,3989.231,3887.179,4291.795,0
4621.026,3977.436,3892.821,4290.769,0
4622.564,3977.436,3892.821,4298.974,0
4627.179,3983.077,3888.205,4305.128,0
4624.615,3981.026,3888.718,4298.462,0
4619.487,3975.897,3887.692,4292.821,0
4621.538,3980,3889.231,4295.897,0
4631.795,3986.667,3897.949,4303.59,0
4633.333,3986.154,3897.436,4306.667,0
4628.205,3984.615,3887.179,4298.974,0
4631.282,3983.077,3883.077,4292.308,0
4628.718,3978.462,3883.077,4294.359,0
4612.821,3967.692,3878.974,4292.308,0
4614.359,3968.718,3880.513,4295.385,0
4629.744,3984.615,3888.205,4307.692,0
4631.795,3988.718,3888.718,4307.692,0
4625.128,3974.872,3887.179,4297.436,0
4627.179,3970.256,3887.692,4300,0
4625.641,3974.872,3885.641,4302.051,0
4623.077,3976.923,3887.692,4301.026,0
4634.872,3985.641,3896.41,4313.846,0
4639.487,3992.308,3898.462,4320,0
4630.256,3989.231,3895.897,4310.769,0
4634.359,3991.282,3898.462,4308.205,0
4635.385,3990.769,3894.872,4307.179,0
4614.872,3977.436,3881.538,4292.821,0
4611.282,3970.256,3879.487,4289.744,0
4623.077,3973.846,3887.179,4298.974,0
4618.974,3977.436,3886.154,4296.41,0
4618.462,3979.487,3884.103,4295.897,0
4629.231,3980,3890.256,4305.128,0
4633.333,3982.564,3895.385,4314.359,0
4635.897,3989.744,3896.41,4322.051,0
4632.308,3989.231,3893.333,4316.41,0
4615.897,3978.974,3886.667,4300,0
4613.333,3977.949,3888.205,4296.923,0
4629.231,3988.718,3891.795,4303.59,0
4636.923,3992.308,3887.692,4305.641,0
4626.154,3985.128,3886.667,4303.077,0
4618.462,3986.667,3890.769,4300.513,0
4622.564,3994.359,3892.308,4302.564,0
4621.026,3987.692,3888.718,4300.513,0
4616.923,3982.564,3885.641,4293.333,0
4626.154,3991.795,3891.282,4298.462,0
4629.231,3989.231,3890.769,4304.103,0
4622.051,3980,3885.641,4297.949,0
4623.077,3978.974,3885.641,4294.872,0
4624.103,3977.949,3884.615,4295.385,0
4620,3980.513,3883.077,4295.385,0
4627.179,3988.718,3887.179,4300,0
4635.897,3990.256,3888.718,4302.051,0
4630.256,3989.231,3887.692,4296.41,0
4617.436,3988.205,3886.667,4292.308,0
4615.897,3985.641,3887.692,4296.41,0
4631.795,3991.282,3895.385,4308.718,0
4634.872,3988.205,3894.872,4308.205,0
4615.897,3971.282,3883.59,4293.846,0
4606.667,3972.308,3884.615,4292.308,0
4621.538,3988.205,3892.308,4301.538,0
4630.769,3989.231,3890.769,4301.026,0
4620,3980,3885.641,4295.385,0
4607.692,3969.744,3876.41,4289.231,0
4617.949,3971.282,3870.256,4292.308,0
4638.462,3987.692,3883.077,4308.205,0
4629.231,3988.718,3891.282,4311.795,0
4603.59,3970.769,3879.487,4291.282,0
4603.077,3968.205,3875.385,4279.487,0
4615.897,3975.385,3882.564,4287.179,0
4619.487,3978.462,3883.077,4296.41,0
4613.846,3980,3884.103,4296.41,0
4611.282,3981.538,3889.231,4289.744,0
4620,3980,3887.179,4292.821,0
4623.077,3972.308,3878.974,4297.436,0
4617.436,3972.308,3881.026,4294.359,0
4620,3982.564,3884.103,4292.308,0
4624.103,3984.103,3881.026,4290.769,0
4616.41,3976.923,3883.077,4288.205,0
4617.436,3981.026,3888.205,4290.769,0
4624.103,3986.154,3888.718,4297.436,0
4621.538,3981.538,3895.385,4306.667,0
4623.077,3982.051,3902.564,4314.359,0
4629.744,3989.231,3893.846,4308.205,0
4625.641,3984.615,3880,4292.821,0
4614.872,3971.795,3876.923,4287.179,0
4612.308,3970.769,3877.949,4286.667,0
4617.436,3977.949,3875.385,4282.051,0
4619.487,3974.359,3875.385,4281.026,0
4617.949,3973.333,3879.487,4288.205,0
4613.333,3977.949,3882.564,4293.846,0
4610.769,3976.923,3888.205,4296.41,0
4620.513,3983.59,3901.538,4308.205,0
4625.641,3991.282,3902.564,4311.282,0
4618.462,3985.128,3889.231,4301.538,0
4615.897,3977.949,3882.051,4292.308,0
4618.462,3977.949,3882.564,4286.667,0
4620,3976.41,3882.564,4286.667,0
4621.026,3976.41,3882.564,4289.231,0
4616.41,3975.385,3882.564,4287.692,0
4615.385,3976.41,3884.103,4291.282,0
4621.538,3986.154,3889.231,4301.538,0
4619.487,3990.256,3890.769,4306.154,0
4616.41,3986.154,3888.718,4302.564,0
4625.128,3983.59,3887.179,4294.359,0
4629.744,3981.538,3886.667,4290.256,0
4616.923,3976.41,3885.641,4291.282,0
4606.667,3979.487,3883.077,4290.769,0
4611.795,3987.179,3884.615,4291.282,0
4626.154,3987.692,3893.333,4301.538,0
4623.077,3981.538,3893.333,4306.154,0
4605.128,3975.897,3884.103,4301.026,0
4606.154,3977.436,3882.564,4296.923,0
4620,3980,3888.205,4294.872,0
4621.538,3977.949,3888.718,4296.41,0
4624.103,3983.077,3887.692,4305.641,0
4623.59,3983.077,3883.077,4303.59,0
4606.154,3971.282,3874.872,4290.256,0
4603.59,3969.744,3880.513,4288.205,0
4626.154,3984.103,3896.41,4296.41,0
4635.897,3989.231,3902.051,4304.103,0
4624.615,3981.538,3892.821,4309.231,0
4613.846,3973.333,3886.667,4307.692,0
4612.308,3970.769,3889.231,4300.513,0
4619.487,3979.487,3888.718,4297.436,0
4621.538,3983.59,3885.128,4296.923,0
4616.41,3978.974,3884.103,4294.359,0
4614.359,3975.897,3882.564,4290.769,0
4621.538,3981.026,3887.692,4298.462,0
4636.41,3995.897,3898.974,4313.846,0
4635.897,4003.077,3897.949,4312.821,0
4616.41,3985.641,3888.718,4296.923,0
4610.256,3972.308,3886.667,4292.308,0
4618.462,3982.564,3886.154,4295.385,0
4617.436,3993.846,3889.744,4297.436,0
4621.026,3993.846,3897.436,4300.513,0
4634.359,3994.872,3901.026,4307.179,0
4627.692,3992.308,3894.359,4310.769,0
4614.872,3989.231,3889.231,4306.667,0
4622.051,3993.846,3895.385,4304.615,0
4620,3984.103,3895.385,4305.128,0
4609.231,3973.333,3888.718,4307.692,0
4619.487,3984.615,3890.769,4308.205,0
4632.308,3997.436,3898.462,4306.667,0
4623.59,3991.795,3894.359,4304.615,0
4618.462,3983.59,3887.692,4301.026,0
4616.41,3980,3885.641,4294.872,0
4614.359,3984.103,3889.231,4297.949,0
4628.205,3997.949,3898.974,4311.795,0
4635.897,3998.974,3896.41,4308.205,0
4626.154,3989.744,3886.154,4293.846,0
4620.513,3989.231,3888.205,4296.41,0
4621.026,3990.256,3896.923,4304.615,0
4617.436,3991.282,3892.308,4301.538,0
4617.949,3994.359,3884.103,4298.974,0
4624.103,3991.795,3885.641,4295.897,0
4626.154,3988.718,3889.231,4293.333,0
4624.615,3989.744,3891.282,4300.513,0
4624.615,3985.641,3887.692,4303.59,0
4625.128,3979.487,3883.59,4297.949,0
4627.179,3986.154,3890.769,4306.667,0
4621.538,3989.744,3896.41,4312.308,0
4609.231,3983.077,3887.179,4300,0
4610.769,3981.538,3882.564,4295.385,0
4631.282,3991.795,3904.103,4336.41,0
4634.359,3992.821,3897.949,4328.718,0
4631.795,3981.538,3899.487,4326.154,0
4635.385,3981.538,3905.641,4329.231,0
4637.436,3990.256,3904.615,4334.872,0
4626.667,3987.692,3902.564,4334.359,0
4615.385,3976.41,3900.513,4323.59,0
4620,3972.821,3896.41,4314.359,0
4634.359,3976.923,3900,4318.974,0
4630.256,3972.821,3897.436,4321.538,0
4624.103,3977.949,3890.769,4316.41,0
4637.436,3992.308,3898.974,4319.487,0
4643.59,3992.308,3908.205,4328.205,0
4630.769,3982.051,3900.513,4326.667,0
4624.615,3981.026,3896.923,4324.615,0
4621.026,3972.821,3901.026,4323.077,0
4615.385,3966.667,3903.59,4320,0
4627.692,3983.59,3909.231,4328.718,0
4646.667,3996.923,3911.795,4338.974,0
4640,3988.718,3903.59,4330.769,0
4623.077,3982.564,3898.974,4321.538,0
4628.205,3988.205,3906.667,4328.718,0
4642.564,3991.795,3909.744,4333.333,0
4638.462,3988.718,3900.513,4328.718,0
4628.718,3985.128,3894.872,4321.538,0
4628.205,3982.051,3898.462,4315.897,0
4622.051,3977.436,3901.538,4317.949,0
4619.487,3980.513,3907.179,4332.821,0
4634.359,3988.205,3914.872,4344.615,0
4640.513,3984.103,3908.718,4335.897,0
4625.128,3972.821,3887.179,4315.897,0
4617.436,3969.231,3877.436,4308.205,0
4620,3964.615,3882.051,4311.282,0
4619.487,3957.949,3885.641,4311.795,0
4625.641,3968.205,3888.718,4314.359,0
4637.949,3986.154,3896.923,4328.718,0
4630.769,3984.103,3901.538,4337.436,0
4610.769,3970.769,3898.462,4330.256,0
4613.333,3973.846,3901.026,4329.744,0
4629.744,3985.641,3908.718,4339.487,0
4635.385,3985.128,3909.231,4339.487,0
4630.769,3975.385,3898.462,4329.744,0
4623.077,3967.179,3888.205,4321.026,0
4614.872,3960,3883.077,4310.769,0
4619.487,3968.205,3886.667,4309.744,0
4636.923,3989.744,3897.949,4321.026,0
4647.179,3997.949,3908.205,4333.846,0
4648.718,3998.974,3913.333,4343.077,0
4643.59,4000.513,3910.256,4343.077,0
4622.051,3980,3896.41,4329.231,0
4612.308,3962.051,3894.359,4323.077,0
4638.974,3984.615,3908.718,4339.487,0
4654.872,4003.59,3912.308,4348.205,0
4636.41,3985.641,3901.538,4333.846,0
4626.154,3973.846,3901.026,4326.667,0
4632.308,3983.077,3904.615,4333.333,0
4626.154,3978.974,3894.359,4325.128,0
4622.564,3974.359,3885.641,4309.231,0
4632.308,3986.667,3891.282,4314.872,0
4636.923,3988.718,3903.59,4333.846,0
4626.667,3971.282,3904.103,4334.359,0
4617.949,3962.051,3897.949,4326.154,0
4623.59,3969.231,3896.923,4329.744,0
4633.333,3976.41,3897.949,4334.872,0
4635.897,3981.026,3898.974,4330.256,0
4638.974,3991.795,3901.538,4327.692,0
4641.538,3997.949,3904.103,4330.256,0
4636.41,3993.333,3904.615,4328.205,0
4633.846,3990.256,3903.59,4325.128,0
4630.769,3992.821,3900.513,4324.103,0
4632.308,3994.872,3904.615,4329.744,0
4642.564,3991.282,3911.282,4341.026,0
4640,3984.615,3907.179,4336.923,0
4628.718,3981.026,3900,4325.128,0
4636.41,3982.564,3901.026,4328.205,0
4641.538,3985.641,3903.077,4330.769,0
4631.795,3988.718,3900.513,4321.026,0
4629.231,3988.205,3896.41,4316.923,0
4634.359,3988.718,3901.538,4325.641,0
4635.897,3993.846,3912.308,4334.359,0
4635.385,3997.949,3914.872,4337.436,0
4632.308,3998.974,3908.718,4333.846,0
4636.41,3999.487,3907.179,4334.359,0
4637.949,3990.256,3904.615,4335.385,0
4627.692,3974.872,3896.41,4323.077,0
4624.615,3971.282,3890.769,4311.795,0
4635.385,3981.026,3894.872,4317.436,0
4642.051,3990.256,3901.026,4327.692,0
4634.359,3988.718,3903.59,4332.308,0
4629.231,3989.231,3911.282,4337.436,0
4631.795,3996.923,3912.308,4336.923,0
4628.205,3991.795,3902.051,4331.795,0
4622.051,3982.051,3903.077,4335.385,0
4633.846,3993.333,3916.41,4344.103,0
4647.179,4000.513,3911.282,4339.487,0
4635.897,3983.59,3888.205,4324.103,0
4623.077,3969.744,3880,4308.718,0
4625.641,3972.308,3888.205,4304.615,0
4625.641,3975.385,3895.385,4314.359,0
4625.641,3977.949,3894.872,4320.513,0
4624.615,3977.436,3891.282,4315.897,0
4613.846,3972.308,3893.846,4317.436,0
4615.385,3970.769,3901.026,4327.179,0
4632.308,3975.897,3905.641,4331.795,0
4634.359,3980.513,3904.103,4331.282,0
4623.077,3982.051,3896.41,4325.641,0
4624.103,3982.051,3895.897,4322.051,0
4624.615,3977.436,3899.487,4324.103,0
4618.974,3973.333,3900,4320,0
4618.974,3974.359,3892.308,4309.231,0
4620,3969.231,3883.59,4305.128,0
4621.538,3962.564,3884.103,4312.821,0
4634.872,3971.795,3896.41,4329.744,0
4647.179,3988.205,3910.769,4345.128,0
4641.026,3991.795,3916.41,4349.231,0
4632.308,3983.59,3911.282,4343.59,0
4627.179,3967.692,3904.615,4332.308,0
4613.846,3956.41,3894.872,4317.436,0
4614.872,3967.692,3888.718,4315.385,0
4632.308,3984.103,3895.897,4320.513,0
4632.308,3976.923,3897.436,4310.256,0
4623.077,3964.615,3887.179,4297.949,0
4624.103,3971.282,3882.564,4301.538,0
4626.154,3975.385,3889.744,4312.308,0
4624.103,3969.744,3896.41,4320.513,0
4632.821,3979.487,3902.051,4332.308,0
4643.077,3991.282,3907.179,4344.103,0
4638.974,3983.077,3910.256,4348.205,0
4628.718,3973.846,3911.795,4346.154,0
4620,3977.436,3904.103,4342.564,0
4611.282,3969.744,3891.795,4333.846,0
4607.692,3957.949,3893.846,4327.179,0
4615.385,3961.538,3901.538,4327.692,0
4608.205,3966.154,3893.333,4313.846,0
4595.897,3972.308,3883.077,4295.385,0
4618.462,3984.103,3896.923,4308.205,0
4639.487,3988.205,3908.205,4329.231,0
4622.564,3982.051,3894.872,4324.103,0
4621.026,3982.051,3893.333,4324.615,0
4634.872,3981.538,3902.564,4333.846,0
4627.179,3982.564,3896.923,4328.205,0
4632.308,3998.974,3896.41,4330.769,0
4660,4012.821,3916.41,4353.333,0
4660,4009.744,3926.667,4363.077,0
4640.513,3998.462,3920,4360.513,0
4635.897,3993.333,3914.359,4359.487,0
4634.872,3993.846,3906.667,4346.667,0
4626.667,3987.692,3900,4333.846,0
4623.59,3980.513,3902.051,4335.385,0
4624.615,3974.872,3902.564,4329.744,0
4621.026,3971.282,3889.231,4309.231,0
4612.821,3969.231,3879.487,4298.974,0
4613.846,3974.359,3887.692,4312.308,0
4624.103,3983.59,3904.615,4330.256,0
4628.718,3988.205,3909.231,4331.795,0
4630.769,3992.821,3901.538,4326.154,0
4632.308,3993.333,3896.41,4327.179,0
4627.179,3985.128,3894.872,4329.231,0
4623.59,3976.923,3890.769,4323.59,0
4634.359,3985.641,3894.872,4324.103,0
4636.923,3989.231,3899.487,4325.128,0
4614.872,3969.231,3889.744,4315.897,0
4600,3959.487,3882.564,4306.667,0
4615.385,3979.487,3895.385,4311.795,0
4633.846,3988.205,3902.051,4321.538,0
4630.256,3978.462,3896.923,4325.641,0
4626.667,3985.641,3901.538,4329.744,0
4633.846,3999.487,3909.744,4333.333,0
4630.769,3990.256,3901.538,4328.205,0
4622.564,3979.487,3890.256,4318.462,0
4632.308,3990.769,3893.333,4323.077,0
4647.179,4007.179,3904.103,4338.974,0
4648.718,4014.359,3913.846,4348.205,0
4638.974,4009.744,3913.846,4343.59,0
4632.821,4000.513,3904.103,4333.846,0
4637.949,3991.795,3893.846,4322.564,0
4637.436,3985.128,3893.846,4314.872,0
4609.231,3976.923,3893.846,4307.692,0
4595.897,3972.308,3890.256,4307.692,0
4630.256,3981.026,3897.436,4322.564,0
4644.103,3989.231,3906.667,4334.872,0
4609.744,3979.487,3900.513,4327.179,0
4612.821,3980.513,3903.077,4331.795,0
4656.923,4002.051,3922.051,4356.923,0
4644.103,4004.615,3918.974,4347.179,0
4603.59,3987.692,3900,4314.359,0
4625.641,3991.282,3902.564,4318.974,0
4662.564,4007.692,3907.179,4336.923,0
4648.205,4002.051,3896.923,4325.128,0
4622.564,3979.487,3891.282,4308.205,0
4618.462,3967.179,3889.744,4304.615,0
4616.41,3969.231,3886.154,4309.231,0
4614.872,3971.282,3889.744,4317.949,0
4623.077,3971.795,3900,4325.128,0
4632.821,3981.026,3906.154,4329.744,0
4640.513,3994.359,3910.769,4339.487,0
4648.205,4001.538,3920,4349.744,0
4646.154,4006.154,3926.667,4352.821,0
4639.487,4015.897,3931.282,4357.949,0
4647.179,4021.538,3935.897,4367.179,0
4657.436,4013.333,3935.897,4366.667,0
4647.179,3996.41,3922.051,4349.231,0
4630.256,3990.256,3908.718,4336.923,0
4629.231,3989.744,3905.641,4330.256,0
4633.333,3984.103,3901.026,4318.462,0
4624.615,3975.897,3890.256,4305.128,0
4615.385,3976.923,3885.128,4300,0
4615.897,3980.513,3884.103,4302.564,0
4628.718,3982.051,3890.256,4313.333,0
4643.59,3989.744,3905.128,4327.692,0
4647.692,3994.872,3915.897,4338.974,0
4648.718,3997.436,3917.949,4345.641,0
4651.282,4008.205,3917.949,4346.154,0
4634.359,4001.026,3912.821,4339.487,0
4623.59,3984.103,3911.795,4340.513,0
4642.564,3996.41,3921.026,4347.692,0
4646.154,4009.744,3917.436,4335.897,0
4630.256,3992.308,3903.077,4317.436,0
4625.128,3976.41,3900.513,4315.897,0
4632.821,3981.538,3901.026,4317.949,0
4630.769,3981.538,3891.282,4307.692,0
4621.538,3971.795,3883.077,4303.077,0
4619.487,3971.282,3886.667,4311.282,0
4630.769,3984.103,3895.385,4322.564,0
4635.385,3991.795,3900,4326.667,0
4623.59,3989.744,3905.641,4328.718,0
4620.513,3991.795,3913.333,4341.026,0
4630.256,3995.897,3914.359,4347.692,0
4638.974,3997.949,3908.718,4341.026,0
4642.051,4004.615,3912.821,4340.513,0
4635.385,4005.128,3918.462,4344.103,0
4630.256,3993.333,3915.897,4340,0
4629.744,3987.692,3910.769,4333.846,0
4630.769,3989.231,3906.154,4330.769,0
4635.897,3990.769,3903.59,4330.769,0
4626.154,3983.59,3897.436,4322.564,0
4607.692,3973.846,3887.692,4305.641,0
4612.308,3972.821,3884.615,4304.103,0
4634.359,3985.641,3894.359,4318.462,0
4635.385,3991.795,3900.513,4320,0
4625.641,3986.154,3900,4324.615,0
4627.692,3981.538,3905.641,4340.513,0
4630.769,3983.077,3911.795,4341.538,0
4624.103,3985.128,3905.128,4330.769,0
4616.923,3980.513,3894.359,4325.128,0
4621.026,3977.436,3891.282,4320,0
4627.179,3980,3889.744,4312.821,0
4624.615,3978.462,3885.128,4311.282,0
4622.051,3973.846,3888.718,4311.795,0
4619.487,3969.231,3897.949,4310.256,0
4610.769,3967.179,3896.41,4310.769,0
4608.718,3972.821,3890.769,4316.41,0
4615.385,3977.436,3892.308,4322.564,0
4617.436,3973.333,3893.333,4325.641,0
4616.41,3967.692,3889.744,4322.051,0
4616.41,3967.179,3887.179,4313.333,0
4610.256,3967.692,3883.077,4304.615,0
4604.615,3965.641,3880.513,4301.026,0
4602.051,3963.077,3883.59,4297.949,0
4606.667,3971.795,3888.205,4299.487,0
4620,3981.026,3889.231,4307.692,0
4618.974,3970.769,3883.59,4306.667,0
4602.564,3957.436,3874.872,4292.821,0
4599.487,3961.026,3874.359,4286.667,0
4605.128,3964.615,3880.513,4293.846,0
4602.564,3961.026,3876.923,4293.333,0
4604.615,3965.128,3876.41,4290.256,0
4614.872,3972.821,3887.179,4300.513,0
4618.974,3978.462,3888.718,4308.718,0
4610.256,3978.974,3883.077,4298.462,0
4601.538,3971.282,3883.59,4285.641,0
4603.077,3957.949,3882.051,4291.282,0
4613.846,3959.487,3884.103,4308.718,0
4620,3970.769,3892.308,4320.513,0
4612.308,3971.795,3890.769,4317.436,0
4597.436,3962.564,3885.128,4304.615,0
4597.436,3958.462,3887.692,4293.333,0
4605.128,3964.615,3884.615,4289.231,0
4605.128,3971.795,3880.513,4292.308,0
4607.692,3973.846,3883.077,4295.897,0
4610.256,3970.769,3880.513,4292.308,0
4603.077,3966.154,3882.051,4293.333,0
4597.949,3958.462,3887.692,4298.462,0
4608.718,3956.923,3887.179,4297.949,0
4617.436,3967.179,3885.128,4299.487,0
4612.821,3973.333,3886.667,4310.256,0
4606.667,3969.231,3887.692,4312.308,0
4610.256,3971.282,3888.718,4308.205,0
4616.923,3975.897,3887.692,4311.282,0
4618.974,3974.359,3882.564,4313.333,0
4617.436,3972.821,3881.538,4309.744,0
4613.846,3970.769,3882.051,4304.103,0
4603.59,3964.615,3874.359,4294.872,0
4601.538,3961.538,3871.282,4290.769,0
4614.359,3963.59,3878.462,4301.538,0
4628.205,3964.103,3887.179,4314.872,0
4626.154,3967.692,3886.667,4314.872,0
4611.795,3969.231,3878.462,4302.564,0
4607.692,3970.256,3882.051,4298.462,0
4618.974,3980.513,3892.308,4311.795,0
4630.256,3989.744,3891.282,4321.538,0
4624.615,3979.487,3884.103,4313.846,0
4609.231,3968.718,3885.641,4307.692,0
4605.128,3967.692,3886.154,4308.205,0
4615.385,3970.256,3888.205,4311.282,0
4624.615,3975.897,3904.103,4320.513,0
4620,3982.051,3908.718,4327.179,0
4613.846,3981.538,3896.923,4325.128,0
4622.051,3984.103,3899.487,4324.615,0
4628.205,3989.231,3906.667,4326.154,0
4616.41,3983.59,3892.821,4317.949,0
4608.718,3974.359,3881.538,4308.718,0
4613.846,3973.333,3886.667,4308.718,0
4610.256,3974.359,3886.667,4312.308,0
4601.026,3964.615,3882.051,4310.769,0
4604.615,3954.359,3884.103,4309.231,0
4610.769,3962.564,3888.718,4312.821,0
4614.872,3975.385,3890.256,4317.436,0
4617.436,3975.385,3885.641,4313.333,0
4614.359,3972.821,3880.513,4304.615,0
4611.795,3974.872,3883.077,4300,0
4611.795,3976.923,3883.59,4297.949,0
4608.205,3973.333,3872.308,4294.359,0
4617.949,3974.359,3879.487,4305.641,0
4625.641,3975.897,3898.974,4321.538,0
4615.385,3972.308,3894.359,4314.359,0
4615.897,3976.923,3884.103,4308.205,0
4628.205,3987.179,3890.769,4321.026,0
4622.564,3981.538,3891.282,4318.974,0
4610.769,3967.179,3882.051,4305.128,0
4618.462,3971.795,3890.256,4311.795,0
4625.128,3981.026,3895.385,4315.897,0
4615.897,3979.487,3883.077,4301.026,0
4611.795,3972.821,3879.487,4298.462,0
4623.59,3972.821,3892.821,4317.949,0
4625.128,3978.974,3895.385,4325.641,0
4616.41,3981.538,3890.256,4318.974,0
4622.564,3976.41,3892.308,4315.897,0
4628.205,3970.256,3889.744,4311.795,0
4618.462,3971.282,3881.538,4302.051,0
4616.923,3978.462,3883.59,4300,0
4625.641,3981.026,3890.256,4306.667,0
4625.641,3978.974,3890.256,4306.154,0
4618.462,3978.462,3886.667,4297.436,0
4609.744,3971.795,3877.436,4289.231,0
4608.205,3963.077,3875.385,4293.333,0
4621.026,3971.795,3886.667,4307.179,0
4633.846,3984.615,3892.821,4313.846,0
4629.744,3979.487,3893.846,4321.538,0
4616.923,3973.846,3896.923,4336.41,0
4613.333,3974.872,3894.359,4335.385,0
4622.051,3974.359,3889.231,4324.103,0
4624.615,3974.359,3891.795,4321.026,0
4614.359,3971.795,3889.744,4312.821,0
4609.744,3969.231,3877.949,4293.333,0
4619.487,3982.051,3876.923,4290.769,0
4629.744,3989.744,3885.128,4303.59,0
4628.718,3979.487,3888.718,4308.718,0
4617.436,3965.641,3888.205,4307.179,0
4612.821,3960.513,3893.333,4317.436,0
4610.256,3963.077,3887.179,4307.179,0
4602.564,3956.41,3884.615,4297.436,0
4605.128,3952.308,3882.051,4297.436,0
4612.308,3958.462,3885.641,4304.615,0
4607.179,3962.051,3887.692,4306.154,0
4602.051,3958.974,3887.179,4301.538,0
4611.282,3964.103,3892.308,4300,0
4617.949,3968.205,3894.359,4303.077,0
4611.795,3965.128,3890.769,4308.205,0
4608.718,3965.128,3896.41,4313.333,0
4617.949,3970.769,3909.231,4318.462,0
4618.974,3967.692,3902.051,4315.385,0
4611.795,3961.026,3885.128,4309.744,0
