,P7,O1,O2,P8,TIME
0,4651.795,3924.103,3992.821,4327.179,1606956567.6527
1,4645.641,3917.949,3990.769,4315.897,1606956567.6604
2,4646.154,3920.0,4000.513,4320.0,1606956567.6682
3,4650.769,3927.692,4005.641,4332.308,1606956567.676
4,4649.744,3927.692,3999.487,4334.872,1606956567.6838
5,4647.692,3922.564,3997.436,4327.692,1606956567.6915
6,4650.769,3922.564,4004.103,4327.179,1606956567.6993
7,4646.667,3921.026,3999.487,4329.231,1606956567.707
8,4641.026,3917.436,3991.795,4325.641,1606956567.715
9,4643.077,3915.897,3994.359,4325.641,1606956567.7228
10,4647.692,3918.462,4002.051,4330.769,1606956567.7307
11,4647.692,3921.026,4001.026,4327.692,1606956567.7385
12,4645.128,3918.462,3995.897,4323.59,1606956567.7464
13,4647.179,3920.0,3999.487,4331.795,1606956567.7543
14,4655.385,3927.692,4006.667,4337.949,1606956567.7622
15,4654.872,3925.128,4003.077,4328.718,1606956567.77
16,4641.538,3913.846,3991.795,4317.949,1606956567.7779
17,4635.897,3912.821,3992.821,4323.59,1606956567.7857
18,4644.615,3922.051,4003.59,4333.846,1606956567.7937
19,4650.769,3928.205,4007.692,4335.385,1606956567.8015
20,4647.692,3926.154,4002.564,4329.231,1606956567.8092
21,4642.564,3921.538,4000.0,4325.128,1606956567.817
22,4642.051,3922.564,4004.615,4328.718,1606956567.8247
23,4651.282,3931.795,4012.821,4337.436,1606956567.8326
24,4654.359,3933.333,4014.872,4337.949,1606956567.8403
25,4646.154,3923.59,4006.154,4333.846,1606956567.8481
26,4638.462,3919.487,3996.923,4327.179,1606956567.8558
27,4643.59,3930.769,4002.051,4321.538,1606956567.8636
28,4651.282,3939.487,4010.769,4326.154,1606956567.8714
29,4646.667,3929.744,4009.744,4332.821,1606956567.8792
30,4636.923,3916.923,4007.179,4330.769,1606956567.8869
31,4636.923,3921.538,4010.769,4327.179,1606956567.8948
32,4643.077,3928.718,4009.744,4326.667,1606956567.9026
33,4640.0,3921.026,4004.103,4324.103,1606956567.9106
34,4638.462,3915.385,4005.641,4327.179,1606956567.9184
35,4647.179,3921.538,4008.718,4330.256,1606956567.9263
36,4649.231,3925.641,4005.641,4323.59,1606956567.9341
37,4639.487,3918.462,4003.59,4320.0,1606956567.942
38,4638.974,3915.897,4008.205,4328.205,1606956567.9499
39,4645.128,3925.641,4010.256,4330.769,1606956567.9578
40,4641.538,3929.231,4013.333,4324.615,1606956567.9656
41,4638.462,3919.487,4014.359,4324.103,1606956567.9735
42,4644.615,3916.41,4006.667,4331.282,1606956567.9813
43,4643.59,3923.077,4003.59,4335.385,1606956567.9892
44,4638.974,3922.051,4011.282,4331.282,1606956567.997
45,4641.026,3917.949,4010.256,4324.615,1606956568.0047
46,4640.0,3919.487,3998.974,4318.974,1606956568.0125
47,4633.333,3919.487,3996.41,4314.359,1606956568.0202
48,4633.333,3915.897,4000.0,4313.333,1606956568.0281
49,4641.538,3920.0,4008.205,4321.026,1606956568.0358
50,4645.641,3930.256,4017.949,4330.769,1606956568.0436
51,4640.513,3929.231,4015.385,4328.205,1606956568.0513
52,4633.846,3919.487,4004.615,4317.436,1606956568.0591
53,4636.41,3922.051,4006.667,4316.923,1606956568.0669
54,4644.615,3934.872,4018.462,4325.641,1606956568.0747
55,4649.231,3937.949,4023.077,4334.872,1606956568.0824
56,4646.667,3929.231,4022.564,4340.0,1606956568.0903
57,4645.128,3925.641,4022.051,4341.538,1606956568.0981
58,4646.154,3929.231,4023.59,4340.0,1606956568.1061
59,4648.718,3934.359,4028.718,4343.59,1606956568.1139
60,4646.667,3938.462,4026.154,4340.513,1606956568.1218
61,4637.436,3932.308,4009.744,4318.462,1606956568.1296
62,4634.872,3921.538,4002.564,4311.282,1606956568.1375
63,4640.0,3925.128,4015.897,4328.718,1606956568.1454
64,4640.513,3932.308,4022.564,4333.846,1606956568.1533
65,4634.359,3923.077,4012.821,4323.59,1606956568.1611
66,4632.308,3913.846,4004.103,4320.513,1606956568.169
67,4634.872,3918.974,4003.077,4316.923,1606956568.1768
68,4635.385,3924.103,4007.179,4316.41,1606956568.1846
69,4633.333,3921.538,4010.256,4330.256,1606956568.1924
