,P7,O1,O2,P8,TIME
0,4663.077,3948.718,3989.231,4322.564,1606956565.0172
1,4657.949,3947.692,3990.769,4331.282,1606956565.0251
2,4657.436,3948.205,3988.718,4315.385,1606956565.033
3,4661.538,3950.256,3991.795,4317.436,1606956565.0408
4,4658.462,3942.564,3993.333,4323.077,1606956565.0487
5,4651.795,3928.718,3981.538,4306.667,1606956565.0566
6,4640.513,3920.513,3966.154,4294.359,1606956565.0645
7,4635.897,3922.564,3964.103,4299.487,1606956565.0723
8,4641.538,3922.051,3964.103,4301.026,1606956565.08
9,4643.59,3925.641,3960.0,4293.333,1606956565.0878
10,4638.462,3939.487,3962.051,4284.103,1606956565.0955
11,4636.923,3937.949,3968.205,4287.692,1606956565.1034
12,4631.795,3912.821,3959.487,4287.179,1606956565.1111
13,4624.103,3903.077,3942.051,4280.513,1606956565.1189
14,4618.462,3910.256,3941.026,4278.462,1606956565.1266
15,4618.974,3908.718,3954.872,4279.487,1606956565.1344
16,4624.103,3907.692,3962.051,4283.077,1606956565.1422
17,4620.0,3905.641,3953.846,4285.128,1606956565.1501
18,4622.051,3910.769,3954.359,4287.692,1606956565.1579
19,4632.308,3922.564,3968.205,4291.795,1606956565.1658
20,4633.333,3920.0,3977.949,4301.026,1606956565.1736
21,4623.077,3899.487,3960.513,4291.795,1606956565.1816
22,4619.487,3897.436,3943.59,4275.897,1606956565.1894
23,4621.538,3910.769,3956.41,4274.359,1606956565.1973
24,4622.051,3914.872,3968.718,4285.641,1606956565.2051
25,4625.641,3911.282,3962.564,4292.821,1606956565.213
26,4631.795,3914.359,3961.026,4289.231,1606956565.2209
27,4640.0,3926.667,3976.41,4295.897,1606956565.2288
28,4645.128,3938.462,3988.718,4310.256,1606956565.2367
29,4652.308,3947.692,3994.872,4326.667,1606956565.2445
30,4658.974,3951.282,4003.59,4334.359,1606956565.2523
31,4655.385,3951.795,4009.744,4326.667,1606956565.2601
32,4661.538,3960.513,4008.205,4326.154,1606956565.2679
33,4676.41,3964.103,4002.051,4336.41,1606956565.2756
34,4671.795,3958.462,4004.615,4335.385,1606956565.2834
35,4662.564,3966.154,4015.385,4331.282,1606956565.2911
36,4676.923,3976.923,4021.538,4343.077,1606956565.299
37,4688.718,3970.769,4015.897,4348.205,1606956565.3067
38,4681.026,3969.744,4016.923,4345.641,1606956565.3145
39,4677.949,3973.846,4026.154,4350.769,1606956565.3222
40,4678.462,3966.154,4026.154,4351.795,1606956565.33
41,4673.846,3968.718,4026.154,4350.769,1606956565.3378
42,4672.821,3978.462,4034.872,4356.41,1606956565.3457
43,4677.949,3973.333,4027.179,4352.308,1606956565.3535
44,4671.795,3966.667,4014.359,4333.846,1606956565.3614
45,4655.897,3963.59,4023.59,4325.641,1606956565.3692
46,4655.385,3956.41,4023.59,4328.205,1606956565.3772
47,4666.154,3952.821,4006.154,4329.744,1606956565.385
48,4668.205,3958.974,4008.205,4331.795,1606956565.3929
49,4666.154,3967.179,4023.59,4329.231,1606956565.4007
50,4667.179,3969.231,4022.051,4321.026,1606956565.4086
51,4663.59,3959.487,4013.846,4316.41,1606956565.4165
52,4653.333,3943.59,4008.205,4319.487,1606956565.4244
53,4647.692,3943.077,4006.154,4323.59,1606956565.4322
54,4646.154,3951.282,4015.385,4318.974,1606956565.4399
55,4648.205,3950.256,4017.436,4309.744,1606956565.4477
56,4648.718,3943.59,4004.103,4306.667,1606956565.4555
57,4647.692,3943.077,3997.436,4309.744,1606956565.4633
58,4647.692,3945.641,3996.923,4304.615,1606956565.471
59,4640.513,3940.0,3996.923,4294.359,1606956565.4788
60,4623.077,3913.846,3990.769,4288.205,1606956565.4865
61,4614.872,3903.59,3985.641,4280.513,1606956565.4944
62,4629.744,3949.744,3998.462,4270.256,1606956565.5021
63,4635.385,3967.692,4007.692,4273.333,1606956565.5099
64,4617.436,3909.744,3997.949,4291.795,1606956565.5176
65,4608.205,3875.385,3985.641,4290.256,1606956565.5255
66,4610.256,3897.436,3979.487,4266.154,1606956565.5334
67,4603.59,3900.513,3971.282,4254.872,1606956565.5413
68,4604.615,3899.487,3972.821,4253.846,1606956565.5491
69,4610.256,3914.359,3974.359,4237.949,1606956565.5569
70,4601.026,3897.436,3961.538,4228.718,1606956565.5646
71,4590.256,3870.256,3960.0,4241.538,1606956565.5726
72,4599.487,3884.103,3976.923,4251.282,1606956565.5804
73,4612.821,3908.205,3980.513,4244.103,1606956565.5883
74,4612.821,3904.615,3972.821,4240.0,1606956565.5961
75,4602.564,3892.821,3972.821,4248.205,1606956565.604
76,4602.564,3901.538,3979.487,4253.846,1606956565.6119
77,4621.026,3919.487,3992.308,4261.538,1606956565.6198
78,4632.308,3926.667,4002.564,4273.333,1606956565.6276
79,4630.769,3924.615,4000.0,4277.436,1606956565.6353
80,4633.333,3928.205,3996.41,4270.769,1606956565.6431
81,4636.41,3928.205,4002.051,4270.769,1606956565.6509
82,4640.0,3926.154,4007.692,4283.077,1606956565.6587
83,4653.846,3943.59,4020.0,4295.897,1606956565.6664
84,4662.564,3955.385,4027.179,4298.462,1606956565.6742
85,4659.487,3944.615,4016.41,4288.718,1606956565.6819
86,4663.077,3942.051,4009.231,4273.846,1606956565.6898
87,4673.333,3961.026,4019.487,4284.103,1606956565.6975
88,4673.846,3965.641,4029.231,4318.462,1606956565.7053
89,4668.205,3955.385,4035.897,4333.333,1606956565.713
90,4668.205,3960.0,4041.026,4322.051,1606956565.7209
91,4674.359,3973.333,4048.718,4328.205,1606956565.7288
92,4673.333,3973.333,4052.821,4338.974,1606956565.7367
93,4665.128,3966.154,4046.667,4324.103,1606956565.7445
94,4667.179,3966.154,4033.333,4316.923,1606956565.7524
95,4668.205,3965.641,4024.615,4320.0,1606956565.7602
96,4663.59,3964.103,4027.692,4305.128,1606956565.7682
97,4664.615,3967.692,4034.359,4298.462,1606956565.776
98,4666.154,3970.769,4037.436,4324.615,1606956565.7839
99,4662.051,3965.128,4029.231,4335.897,1606956565.7917
100,4665.641,3962.051,4023.077,4329.231,1606956565.7996
101,4665.641,3960.0,4025.641,4343.077,1606956565.8075
102,4658.462,3960.0,4025.128,4351.795,1606956565.8152
103,4657.436,3961.026,4010.256,4318.974,1606956565.823
104,4659.487,3962.051,3998.462,4300.0,1606956565.8307
105,4653.846,3961.026,3998.462,4313.846,1606956565.8385
106,4648.718,3960.513,3994.359,4320.513,1606956565.8463
107,4646.154,3952.308,3983.59,4315.385,1606956565.8541
108,4646.667,3945.641,3980.513,4316.923,1606956565.8618
109,4647.179,3953.846,3982.564,4322.564,1606956565.8696
110,4637.436,3951.282,3977.436,4326.667,1606956565.8773
111,4635.897,3943.59,3973.333,4331.282,1606956565.8852
112,4641.026,3948.718,3972.821,4328.718,1606956565.8929
113,4631.282,3944.103,3972.308,4342.051,1606956565.9008
114,4624.615,3931.282,3968.718,4353.846,1606956565.9086
115,4638.462,3938.974,3960.513,4324.615,1606956565.9165
116,4644.615,3948.205,3951.795,4294.872,1606956565.9244
117,4637.436,3942.051,3952.821,4301.538,1606956565.9323
118,4637.436,3939.487,3952.308,4307.179,1606956565.9401
119,4632.821,3937.436,3944.615,4300.513,1606956565.948
120,4626.667,3935.385,3945.128,4309.744,1606956565.9558
121,4635.897,3940.513,3951.282,4318.974,1606956565.9638
122,4644.103,3939.487,3952.821,4314.359,1606956565.9716
123,4641.538,3940.0,3956.923,4315.385,1606956565.9795
124,4642.564,3947.179,3957.949,4321.538,1606956565.9873
125,4646.154,3943.59,3946.667,4318.462,1606956565.995
126,4643.59,3937.949,3940.0,4315.385,1606956566.0029
127,4638.974,3940.0,3944.615,4324.615,1606956566.0106
128,4638.974,3937.436,3943.59,4335.385,1606956566.0184
129,4646.154,3943.077,3940.513,4330.256,1606956566.0261
130,4642.564,3945.641,3941.026,4322.564,1606956566.0339
131,4627.179,3922.564,3933.846,4327.692,1606956566.0417
132,4627.179,3913.333,3928.205,4329.744,1606956566.0495
133,4637.949,3932.308,3937.436,4328.205,1606956566.0572
134,4635.897,3934.872,3944.615,4330.769,1606956566.0651
135,4631.282,3924.615,3935.897,4325.641,1606956566.0729
136,4633.846,3934.359,3928.718,4313.333,1606956566.0809
137,4629.231,3938.462,3929.744,4312.308,1606956566.0887
138,4624.103,3932.821,3933.333,4322.564,1606956566.0966
139,4627.692,3934.872,3932.308,4315.385,1606956566.1044
140,4630.769,3937.949,3932.308,4302.564,1606956566.1124
141,4630.769,3935.897,3936.41,4309.231,1606956566.1202
142,4631.282,3933.333,3935.897,4317.436,1606956566.1281
143,4630.256,3933.333,3925.128,4309.231,1606956566.1359
144,4628.718,3931.282,3914.359,4302.564,1606956566.1438
145,4630.256,3932.821,3918.974,4313.333,1606956566.1517
146,4633.846,3937.436,3931.795,4323.59,1606956566.1594
147,4639.487,3941.538,3937.436,4322.564,1606956566.1672
148,4637.436,3938.462,3929.744,4310.256,1606956566.1749
149,4629.744,3932.821,3922.564,4306.667,1606956566.1827
150,4631.282,3937.436,3923.59,4312.308,1606956566.1905
151,4637.949,3946.667,3930.256,4312.308,1606956566.1983
152,4638.462,3948.718,3940.0,4313.846,1606956566.206
153,4637.949,3945.128,3944.615,4314.872,1606956566.2138
154,4638.462,3942.051,3936.41,4305.128,1606956566.2215
155,4636.923,3948.205,3926.667,4297.436,1606956566.2294
156,4632.821,3952.821,3927.179,4302.051,1606956566.2371
157,4630.769,3942.564,3930.256,4308.718,1606956566.2449
158,4633.333,3932.308,3929.231,4312.308,1606956566.2526
159,4634.872,3934.359,3927.179,4312.821,1606956566.2605
160,4635.897,3940.0,3930.256,4313.333,1606956566.2684
161,4636.923,3941.538,3928.205,4312.821,1606956566.2763
162,4640.0,3946.154,3921.538,4310.769,1606956566.2841
163,4642.051,3947.692,3920.0,4307.692,1606956566.292
164,4640.513,3946.154,3920.513,4304.615,1606956566.2998
165,4638.462,3945.128,3916.41,4301.026,1606956566.3078
166,4642.564,3941.538,3918.974,4306.154,1606956566.3156
167,4642.051,3938.974,3922.564,4311.795,1606956566.3235
168,4636.41,3937.949,3923.59,4314.872,1606956566.3313
169,4636.41,3932.308,3925.128,4329.744,1606956566.3391
170,4644.615,3930.769,3923.59,4336.41,1606956566.347
171,4649.744,3934.872,3917.949,4317.436,1606956566.3547
172,4647.692,3931.282,3916.923,4304.615,1606956566.3625
173,4641.538,3920.0,3917.436,4310.256,1606956566.3702
174,4636.923,3916.41,3912.308,4308.718,1606956566.378
175,4636.923,3922.564,3910.256,4302.051,1606956566.3858
176,4637.436,3928.205,3916.923,4309.744,1606956566.3936
177,4638.974,3930.256,3926.667,4322.051,1606956566.4013
178,4636.41,3925.128,3923.077,4315.897,1606956566.4091
179,4632.821,3921.538,3912.821,4309.744,1606956566.4168
180,4635.897,3925.641,3913.333,4316.41,1606956566.4247
181,4635.897,3924.615,3918.974,4319.487,1606956566.4324
182,4627.692,3920.513,3921.026,4318.974,1606956566.4402
183,4623.59,3921.538,3921.026,4326.667,1606956566.4479
184,4628.718,3920.0,3913.333,4324.615,1606956566.4558
185,4637.949,3918.462,3908.205,4320.0,1606956566.4637
186,4643.077,3924.103,3914.359,4328.205,1606956566.4716
187,4634.359,3921.026,3915.897,4332.308,1606956566.4794
188,4622.564,3909.231,3911.795,4323.077,1606956566.4873
189,4625.641,3911.282,3911.795,4315.385,1606956566.4951
190,4632.821,3921.026,3914.359,4313.846,1606956566.5031
191,4636.923,3928.718,3917.436,4312.308,1606956566.5109
192,4642.564,3935.897,3922.051,4312.821,1606956566.5188
193,4642.051,3934.359,3921.026,4314.872,1606956566.5266
194,4636.41,3928.205,3916.41,4314.359,1606956566.5343
195,4631.282,3926.667,3915.897,4312.308,1606956566.5422
196,4628.205,3925.128,3919.487,4320.513,1606956566.5499
197,4628.205,3926.667,3920.513,4328.205,1606956566.5577
198,4640.0,3935.385,3924.103,4327.692,1606956566.5656
199,4648.718,3939.487,3928.718,4326.154,1606956566.5734
200,4641.538,3938.462,3928.205,4322.051,1606956566.5812
201,4634.872,3935.897,3929.231,4319.487,1606956566.589
202,4642.051,3936.41,3932.821,4326.667,1606956566.5967
203,4645.128,3936.41,3923.59,4322.564,1606956566.6045
204,4631.795,3927.692,3913.846,4309.744,1606956566.6122
205,4627.179,3918.462,3924.615,4310.769,1606956566.6201
206,4631.795,3918.462,3934.359,4319.487,1606956566.6278
207,4628.205,3918.974,3925.641,4318.462,1606956566.6357
208,4627.179,3918.462,3917.949,4314.872,1606956566.6435
209,4632.308,3923.59,3923.59,4317.436,1606956566.6514
210,4625.128,3923.59,3926.154,4312.308,1606956566.6593
211,4618.462,3917.436,3920.513,4302.564,1606956566.6672
212,4627.179,3918.462,3924.103,4306.154,1606956566.675
213,4634.359,3921.538,3930.256,4322.051,1606956566.6829
214,4634.359,3922.051,3922.051,4321.538,1606956566.6907
215,4632.821,3923.077,3914.872,4306.154,1606956566.6987
216,4625.641,3917.949,3921.538,4300.0,1606956566.7065
217,4624.103,3917.436,3925.128,4306.667,1606956566.7142
218,4627.692,3919.487,3922.051,4313.333,1606956566.722
219,4627.179,3916.923,3925.641,4316.41,1606956566.7297
220,4631.795,3921.026,3934.872,4321.026,1606956566.7376
221,4637.436,3932.308,3938.462,4323.077,1606956566.7453
222,4628.205,3922.051,3932.821,4313.333,1606956566.7531
223,4616.923,3900.513,3926.154,4305.128,1606956566.7608
224,4621.026,3905.128,3924.103,4308.718,1606956566.7686
225,4625.641,3917.436,3923.59,4307.179,1606956566.7764
226,4627.179,3917.949,3931.282,4306.667,1606956566.7842
227,4623.077,3913.333,3941.026,4315.385,1606956566.7919
228,4616.923,3909.744,3936.923,4317.436,1606956566.7998
229,4624.103,3912.821,3933.846,4319.487,1606956566.8076
230,4636.923,3922.051,3941.538,4328.205,1606956566.8156
231,4636.923,3927.692,3943.59,4326.667,1606956566.8234
232,4631.282,3926.667,3945.128,4324.103,1606956566.8313
233,4626.154,3919.487,3948.718,4326.667,1606956566.8391
234,4618.974,3910.769,3941.538,4321.026,1606956566.847
235,4616.923,3905.128,3937.949,4316.923,1606956566.8549
236,4615.897,3904.615,3946.154,4323.077,1606956566.8628
237,4611.795,3902.564,3950.256,4320.513,1606956566.8706
238,4613.333,3902.051,3943.077,4305.641,1606956566.8785
239,4617.436,3906.154,3938.462,4302.564,1606956566.8863
240,4617.436,3911.795,3943.59,4308.205,1606956566.8942
241,4622.564,3911.282,3947.692,4307.692,1606956566.902
242,4625.128,3905.128,3943.077,4302.051,1606956566.9097
243,4618.462,3905.128,3944.615,4307.692,1606956566.9175
244,4622.051,3911.795,3953.846,4316.41,1606956566.9252
245,4640.513,3921.026,3957.949,4318.974,1606956566.9331
246,4643.59,3922.564,3957.436,4318.974,1606956566.9408
247,4629.744,3920.0,3957.436,4314.872,1606956566.9486
248,4626.154,3920.513,3956.923,4307.692,1606956566.9563
249,4633.333,3918.462,3957.949,4310.769,1606956566.9641
250,4636.41,3914.872,3960.0,4317.949,1606956566.9719
251,4638.462,3922.051,3963.59,4312.308,1606956566.9797
252,4642.051,3925.128,3963.59,4306.154,1606956566.9874
253,4645.641,3917.949,3963.59,4314.872,1606956566.9953
254,4648.718,3921.026,3968.205,4323.59,1606956567.0031
255,4654.359,3930.769,3970.769,4320.513,1606956567.0111
256,4650.256,3925.641,3967.692,4317.949,1606956567.0189
257,4634.359,3912.821,3969.231,4321.026,1606956567.0268
258,4634.872,3917.436,3974.872,4321.538,1606956567.0346
259,4644.103,3922.051,3972.821,4317.949,1606956567.0425
260,4638.974,3910.769,3972.308,4315.385,1606956567.0504
261,4626.667,3908.718,3977.436,4317.949,1606956567.0583
262,4625.128,3917.436,3976.923,4320.513,1606956567.0661
263,4630.769,3918.974,3971.795,4321.538,1606956567.074
264,4641.026,3922.564,3975.385,4327.179,1606956567.0818
265,4643.077,3927.179,3979.487,4323.077,1606956567.0896
266,4633.846,3921.538,3976.923,4313.333,1606956567.0974
267,4633.333,3918.974,3977.949,4317.949,1606956567.1051
268,4639.487,3921.538,3977.436,4324.615,1606956567.1129
269,4636.41,3916.923,3977.949,4321.026,1606956567.1206
270,4635.897,3915.897,3989.231,4326.154,1606956567.1285
271,4643.077,3923.077,3990.256,4331.282,1606956567.1362
272,4641.026,3924.103,3978.462,4323.59,1606956567.144
273,4633.333,3917.436,3977.949,4322.564,1606956567.1517
274,4637.949,3917.949,3980.513,4323.077,1606956567.1595
275,4646.667,3926.154,3973.846,4316.923,1606956567.1673
276,4643.077,3923.077,3974.872,4320.0,1606956567.1752
277,4638.974,3921.026,3978.462,4321.026,1606956567.183
278,4635.897,3919.487,3969.744,4307.692,1606956567.1909
279,4630.256,3908.205,3967.692,4310.769,1606956567.1987
280,4628.718,3905.128,3977.436,4330.256,1606956567.2067
281,4628.205,3915.385,3982.564,4331.282,1606956567.2145
282,4624.103,3916.41,3980.0,4318.462,1606956567.2224
283,4628.205,3911.282,3980.0,4323.077,1606956567.2302
284,4632.308,3917.436,3985.641,4332.821,1606956567.2381
285,4630.256,3927.179,3993.846,4332.821,1606956567.246
286,4633.333,3929.231,3992.821,4329.744,1606956567.2539
287,4636.923,3925.641,3985.641,4326.667,1606956567.2617
288,4633.333,3922.051,3987.179,4325.128,1606956567.2694
289,4630.769,3920.0,3982.564,4326.667,1606956567.2772
290,4631.282,3915.385,3974.359,4332.308,1606956567.285
291,4633.846,3915.385,3981.026,4335.385,1606956567.2928
292,4637.436,3923.59,3991.795,4335.385,1606956567.3005
293,4636.41,3923.59,3985.641,4330.769,1606956567.3083
294,4636.41,3923.077,3982.564,4330.256,1606956567.316
295,4643.077,3930.769,3996.41,4340.513,1606956567.324
296,4645.641,3931.282,4002.564,4347.692,1606956567.3318
297,4640.0,3920.513,3987.179,4337.949,1606956567.3396
298,4638.974,3919.487,3981.538,4328.205,1606956567.3473
299,4639.487,3924.615,3990.256,4327.692,1606956567.3552
300,4636.923,3922.051,3989.231,4323.59,1606956567.3631
301,4642.564,3928.205,3989.231,4329.231,1606956567.371
302,4652.308,3941.026,4000.0,4339.487,1606956567.3788
303,4646.154,3937.436,3997.949,4326.667,1606956567.3867
304,4635.385,3925.128,3987.179,4316.923,1606956567.3945
305,4638.974,3925.128,3990.769,4332.821,1606956567.4025
306,4644.103,3932.821,3995.897,4341.538,1606956567.4103
307,4642.564,3932.308,3991.795,4337.436,1606956567.4182
308,4639.487,3926.667,3989.231,4341.026,1606956567.426
309,4643.59,3934.359,4000.513,4346.667,1606956567.4339
310,4647.692,3938.462,4006.154,4343.077,1606956567.4418
311,4642.564,3926.154,3993.846,4334.872,1606956567.4495
312,4638.974,3922.051,3987.692,4332.821,1606956567.4573
313,4644.615,3932.308,3994.872,4337.949,1606956567.465
314,4642.051,3931.282,3993.333,4336.923,1606956567.4728
315,4630.769,3918.462,3986.667,4335.385,1606956567.4806
316,4633.333,3915.897,3989.231,4341.026,1606956567.4884
317,4643.077,3925.128,3996.41,4346.154,1606956567.4961
318,4639.487,3923.077,3999.487,4347.179,1606956567.5039
