,P7,O1,O2,P8,TIME
0,4578.462,3935.897,3865.641,4278.462,1606508895.4149
1,4569.231,3936.41,3867.692,4274.359,1606508895.4228
2,4570.256,3938.462,3856.923,4275.897,1606508895.4306
3,4569.231,3935.385,3847.692,4269.744,1606508895.4385
4,4577.436,3946.154,3861.538,4270.769,1606508895.4463
5,4596.923,3963.59,3874.359,4287.179,1606508895.4543
6,4589.744,3954.872,3862.564,4288.205,1606508895.4621
7,4566.667,3931.795,3847.179,4275.897,1606508895.47
8,4566.667,3926.667,3850.769,4276.41,1606508895.4778
9,4569.231,3931.282,3856.923,4278.462,1606508895.4857
10,4563.077,3932.821,3857.949,4277.949,1606508895.4936
11,4569.231,3941.538,3864.615,4281.026,1606508895.5015
12,4581.538,3952.308,3880.0,4282.564,1606508895.5093
13,4570.769,3940.513,3874.872,4275.897,1606508895.517
14,4560.513,3926.667,3847.692,4272.821,1606508895.5248
15,4574.872,3937.949,3843.077,4282.564,1606508895.5326
16,4589.231,3950.769,3862.564,4296.923,1606508895.5404
17,4583.59,3947.179,3863.077,4300.0,1606508895.5481
18,4574.872,3942.564,3851.795,4292.821,1606508895.5559
19,4580.0,3940.513,3858.462,4285.641,1606508895.5636
20,4583.59,3936.41,3863.59,4282.051,1606508895.5715
21,4580.513,3937.436,3858.462,4282.051,1606508895.5792
22,4575.897,3938.974,3868.205,4282.564,1606508895.5871
23,4572.821,3940.0,3882.051,4286.667,1606508895.5949
24,4576.923,3945.128,3869.744,4290.256,1606508895.6028
25,4582.051,3945.641,3851.795,4285.641,1606508895.6107
26,4580.0,3946.667,3862.051,4283.077,1606508895.6186
27,4585.641,3960.513,3876.923,4298.974,1606508895.6264
28,4590.769,3960.0,3867.179,4305.641,1606508895.6343
29,4577.436,3942.564,3858.462,4294.872,1606508895.6421
30,4571.282,3941.026,3865.641,4295.897,1606508895.6501
31,4587.692,3950.769,3869.744,4304.615,1606508895.6579
32,4591.795,3947.692,3866.667,4301.026,1606508895.6658
33,4584.615,3950.256,3869.231,4296.923,1606508895.6736
34,4586.154,3961.026,3876.41,4302.051,1606508895.6815
35,4586.667,3956.923,3876.923,4299.487,1606508895.6894
36,4588.205,3953.333,3876.41,4297.949,1606508895.6971
37,4596.41,3963.59,3883.077,4305.641,1606508895.7049
38,4595.385,3969.231,3885.641,4305.128,1606508895.7126
39,4585.641,3961.026,3869.744,4291.282,1606508895.7204
40,4585.128,3950.769,3851.795,4286.154,1606508895.7282
41,4589.744,3946.667,3854.872,4294.359,1606508895.736
42,4594.872,3952.821,3873.846,4305.128,1606508895.7437
43,4594.359,3955.385,3873.846,4302.564,1606508895.7515
44,4587.179,3945.641,3856.923,4289.231,1606508895.7592
45,4579.487,3944.615,3858.462,4281.538,1606508895.7671
46,4581.026,3954.359,3867.692,4283.077,1606508895.7748
47,4580.513,3949.231,3862.051,4286.667,1606508895.7827
48,4575.897,3939.487,3863.59,4290.769,1606508895.7905
49,4575.897,3947.179,3869.744,4292.308,1606508895.7984
50,4584.103,3964.103,3864.103,4290.769,1606508895.8062
51,4592.821,3967.692,3870.256,4298.974,1606508895.8142
52,4589.231,3955.897,3881.026,4306.667,1606508895.822
53,4586.667,3952.308,3876.923,4302.564,1606508895.8299
54,4592.308,3960.0,3880.513,4300.513,1606508895.8377
55,4591.282,3963.077,3882.564,4300.513,1606508895.8456
56,4583.59,3951.795,3860.0,4290.769,1606508895.8535
57,4582.051,3943.077,3849.231,4285.641,1606508895.8614
58,4581.026,3948.205,3866.667,4291.795,1606508895.8692
59,4586.667,3960.0,3876.41,4300.513,1606508895.8769
60,4597.436,3955.897,3868.205,4300.0,1606508895.8847
61,4593.333,3949.231,3867.692,4293.333,1606508895.8925
62,4581.026,3959.487,3876.41,4293.333,1606508895.9003
63,4578.974,3961.026,3878.974,4301.026,1606508895.908
64,4582.051,3945.128,3872.308,4301.538,1606508895.9158
65,4584.615,3943.077,3871.282,4300.0,1606508895.9235
66,4589.231,3950.769,3868.205,4296.41,1606508895.9314
67,4587.692,3946.154,3852.308,4280.0,1606508895.9391
68,4586.154,3944.615,3850.256,4273.846,1606508895.9469
69,4594.872,3958.462,3869.744,4287.179,1606508895.9546
70,4596.41,3965.641,3878.974,4289.744,1606508895.9624
71,4578.974,3955.385,3864.103,4277.949,1606508895.9702
72,4572.821,3946.154,3853.846,4280.0,1606508895.9781
73,4587.692,3951.282,3860.0,4285.128,1606508895.9859
74,4596.923,3955.897,3870.256,4292.308,1606508895.9938
75,4589.744,3950.769,3872.821,4301.538,1606508896.0016
76,4583.59,3954.359,3864.615,4297.436,1606508896.0096
77,4582.051,3954.872,3858.974,4285.128,1606508896.0174
78,4585.641,3946.667,3871.795,4291.282,1606508896.0253
79,4591.795,3947.692,3877.949,4301.538,1606508896.0331
80,4588.205,3951.282,3862.564,4293.846,1606508896.041
81,4575.897,3945.641,3856.923,4285.128,1606508896.0489
82,4572.821,3944.103,3864.615,4283.077,1606508896.0567
83,4581.538,3952.308,3864.103,4283.59,1606508896.0645
84,4590.256,3960.0,3866.154,4290.256,1606508896.0722
85,4592.821,3961.026,3878.974,4299.487,1606508896.08
86,4591.795,3961.538,3879.487,4300.0,1606508896.0878
87,4593.333,3964.615,3870.256,4295.385,1606508896.0956
88,4585.641,3954.359,3873.333,4295.897,1606508896.1033
89,4576.923,3946.154,3886.154,4305.641,1606508896.1111
90,4586.667,3959.487,3887.179,4310.769,1606508896.1188
91,4594.872,3962.051,3872.308,4302.564,1606508896.1267
92,4581.538,3937.436,3856.923,4286.667,1606508896.1344
93,4572.308,3928.205,3853.846,4275.385,1606508896.1422
94,4577.949,3944.615,3861.538,4271.282,1606508896.1499
95,4590.769,3957.949,3868.205,4274.872,1606508896.1578
96,4593.846,3951.795,3856.923,4277.436,1606508896.1657
97,4588.718,3947.692,3849.231,4275.385,1606508896.1736
