,P7,O1,O2,P8,TIME
0,4627.692,3945.641,3900.513,4351.795,1607035896.9754
1,4642.051,3948.718,3900.513,4346.154,1607035896.9831
2,4617.436,3936.923,3882.564,4334.359,1607035896.9909
3,4604.615,3931.795,3874.359,4337.436,1607035896.9986
4,4621.538,3935.897,3881.538,4345.128,1607035897.0064
5,4639.487,3945.641,3888.205,4346.667,1607035897.0142
6,4634.359,3948.205,3888.205,4344.103,1607035897.022
7,4611.282,3932.821,3876.41,4326.154,1607035897.0297
8,4600.0,3928.718,3867.692,4315.385,1607035897.0376
9,4622.564,3949.231,3884.103,4339.487,1607035897.0454
10,4650.256,3965.128,3904.103,4361.026,1607035897.0534
11,4636.923,3949.231,3889.231,4341.538,1607035897.0612
12,4605.128,3923.077,3863.59,4316.41,1607035897.0691
13,4605.128,3925.128,3871.282,4328.718,1607035897.0769
14,4623.59,3943.077,3880.0,4337.949,1607035897.0848
15,4626.667,3943.077,3865.641,4325.641,1607035897.0927
16,4614.359,3933.333,3861.538,4325.641,1607035897.1006
17,4600.513,3932.308,3862.051,4326.667,1607035897.1084
18,4600.0,3934.359,3851.282,4311.282,1607035897.1163
19,4613.333,3936.923,3851.795,4313.333,1607035897.1241
20,4612.308,3936.41,3861.538,4324.103,1607035897.1319
21,4592.308,3922.051,3848.205,4308.205,1607035897.1397
22,4589.744,3915.897,3836.41,4300.0,1607035897.1474
23,4620.0,3937.436,3858.462,4323.077,1607035897.1552
24,4635.385,3949.231,3878.974,4335.897,1607035897.1629
25,4616.41,3932.821,3871.795,4326.154,1607035897.1708
26,4592.308,3915.897,3847.692,4308.205,1607035897.1785
27,4589.231,3918.974,3841.538,4306.667,1607035897.1863
28,4610.769,3937.949,3866.154,4329.744,1607035897.194
29,4623.59,3947.179,3877.949,4333.846,1607035897.2018
30,4610.769,3936.923,3858.974,4306.667,1607035897.2096
31,4605.128,3932.308,3852.821,4301.026,1607035897.2175
32,4621.538,3943.077,3871.795,4322.564,1607035897.2253
33,4628.718,3946.154,3877.436,4326.154,1607035897.2332
34,4614.872,3935.897,3865.641,4314.872,1607035897.241
35,4607.179,3936.41,3869.231,4321.026,1607035897.249
36,4625.128,3952.308,3889.744,4342.051,1607035897.2568
37,4640.0,3960.0,3895.385,4352.821,1607035897.2647
38,4623.077,3947.179,3887.692,4346.154,1607035897.2725
39,4607.179,3940.0,3888.205,4337.949,1607035897.2804
40,4624.615,3950.256,3886.154,4340.513,1607035897.2883
41,4644.615,3959.487,3885.128,4344.615,1607035897.2962
42,4638.974,3961.538,3896.41,4343.077,1607035897.304
43,4625.641,3955.897,3892.308,4336.41,1607035897.3117
44,4625.128,3948.205,3877.949,4336.923,1607035897.3195
45,4631.795,3952.308,3890.769,4344.103,1607035897.3273
46,4628.718,3955.897,3900.0,4334.872,1607035897.3351
47,4632.308,3956.923,3890.769,4333.846,1607035897.3428
48,4643.59,3961.026,3900.513,4352.821,1607035897.3506
49,4626.667,3950.256,3897.949,4340.513,1607035897.3583
50,4614.872,3944.103,3876.41,4315.897,1607035897.3662
51,4640.0,3958.462,3884.615,4342.051,1607035897.3739
52,4647.692,3962.564,3906.667,4367.692,1607035897.3817
53,4639.487,3964.615,3908.718,4354.359,1607035897.3894
54,4646.667,3976.41,3908.205,4352.821,1607035897.3973
55,4638.462,3964.103,3906.154,4352.821,1607035897.4052
56,4629.231,3953.333,3902.051,4344.615,1607035897.4131
57,4653.846,3973.333,3911.282,4356.41,1607035897.4209
58,4663.077,3980.0,3916.41,4369.231,1607035897.4288
59,4643.59,3970.256,3912.821,4365.128,1607035897.4366
60,4642.564,3973.846,3920.0,4363.077,1607035897.4446
61,4648.205,3974.359,3923.59,4360.0,1607035897.4524
62,4637.436,3965.641,3910.256,4351.282,1607035897.4603
63,4628.205,3963.59,3896.41,4345.641,1607035897.4681
64,4639.487,3968.718,3900.513,4346.667,1607035897.4761
65,4654.359,3975.385,3913.333,4354.872,1607035897.4839
66,4654.359,3975.897,3912.821,4362.564,1607035897.4917
67,4643.59,3969.231,3907.179,4358.974,1607035897.4995
68,4640.513,3966.154,3908.205,4351.282,1607035897.5072
69,4641.538,3969.744,3912.308,4353.846,1607035897.5151
70,4636.41,3970.769,3909.744,4355.897,1607035897.5228
71,4629.231,3964.615,3903.077,4348.718,1607035897.5306
72,4629.744,3961.538,3902.564,4347.692,1607035897.5383
73,4642.564,3970.256,3908.718,4354.359,1607035897.5461
74,4646.154,3970.769,3911.282,4353.846,1607035897.5539
75,4641.026,3967.179,3917.436,4358.462,1607035897.5617
76,4643.59,3974.359,3927.692,4370.256,1607035897.5694
77,4640.513,3971.795,3918.974,4356.41,1607035897.5772
78,4631.282,3956.923,3900.513,4336.923,1607035897.5849
79,4636.41,3963.59,3901.538,4347.692,1607035897.5929
80,4642.564,3975.385,3912.308,4361.538,1607035897.6007
81,4634.872,3961.026,3912.308,4351.795,1607035897.6086
82,4639.487,3953.846,3908.718,4347.692,1607035897.6164
83,4655.897,3968.205,3909.744,4355.897,1607035897.6243
84,4642.564,3961.026,3904.103,4345.641,1607035897.6322
85,4614.359,3941.538,3892.308,4332.308,1607035897.6401
86,4616.41,3946.667,3893.333,4338.974,1607035897.6479
87,4637.436,3960.0,3899.487,4350.769,1607035897.6558
88,4633.846,3953.333,3897.436,4351.282,1607035897.6636
89,4617.436,3939.487,3894.359,4345.128,1607035897.6716
90,4617.949,3940.513,3891.282,4338.974,1607035897.6794
