,Counter,P7,O1,O2,P8
0,0.0,0.15860803743291188,0.290909507085224,0.29451444393739906,-0.6801315682784799
1,1.0,3.7666902460214624,2.783118107909505,2.650242959438267,3.4172435244293577
2,2.0,-4.399976104473606,-3.9978054031759336,-4.224158563139849,-4.1277317748666675
3,3.0,1.6560105606875177,1.194735264840231,2.326020501207774,2.4918130984532336
4,4.0,-0.2629940037570081,0.43064107157879983,0.913333558955704,0.27793362226150675
5,5.0,0.017412639085120418,0.4547868177168307,-0.39858351940115383,0.08019605331485186
6,6.0,-0.9310965591069142,-1.202880755538786,-0.38168731752323337,-1.1724231174772528
7,7.0,-1.612268723123924,-1.5967467369742656,-0.6128628934475056,-1.2403254673373798
8,8.0,-0.3754327797373753,0.3125308824887024,0.18755178106901482,0.05183581026447914
9,9.0,0.20351914166099072,0.9204217614909491,1.4214789833094286,0.4478883574962771
10,10.0,1.4863150937746534,0.45976056565674667,0.8897880269465714,1.2135114645445617
11,11.0,-1.9360998633923667,-2.1238915670881893,-2.407709803603873,-1.7013346432472856
12,12.0,1.0216658747151,0.670097168877211,1.5824655663705953,0.9706389686305666
13,13.0,2.8986229444479332,3.8946095550522313,3.5955014656305058,2.2072001903991096
14,14.0,2.262854600249714,1.9108970607731925,2.0781583691046506,0.5732962652696438
15,15.0,4.777970659090235,4.246003945878569,4.796429666118539,4.534604523277216
16,16.0,-0.22001048116315047,-1.123799486810254,-0.8453361787101471,-1.2460177169524438
17,17.0,0.21981414920055223,0.6522771631665786,0.03432218803341894,-0.35142600517626355
18,18.0,-0.07878383579664683,0.28053132167376926,-0.7880508435326155,0.26395073092677057
19,19.0,-2.62716172537359,-2.9190703518279464,-2.1265996392413804,-2.8247659584939746
20,20.0,-2.2556936421176648,-2.5601060818523185,-2.259947642784348,-1.3916823292627136
21,21.0,5.647008764236809,5.8619268606347354,5.020071445719453,5.253378709392392
22,22.0,-1.147545642622119,-1.0699148401027307,-2.459765611262136,-0.7163304089643139
23,23.0,-3.0865075733401315,-2.520393736204898,-3.0316974712075084,-2.3532192307103066
24,24.0,-0.6950733265855459,0.8185629546203835,-0.22361595184200644,-0.3934644392874398
25,25.0,2.2899936091078663,1.5607454567388122,1.574739349005985,1.422228479224776
26,26.0,-0.062245366372131,-1.3821408032981688,0.9057265044132086,0.6806085911798421
27,27.0,2.2773904539158316,1.8648699504587558,2.810326550824442,2.095608114833402
28,28.0,1.1624558604782733,2.0939451700044733,1.3679799337617018,1.8781439685425219
29,29.0,-0.2797372927129163,0.18838956390464812,-0.2508622511439645,-0.507372843173846
30,30.0,2.7453817876563535,2.3699175428584187,2.015701080042173,1.7704527763953952
31,31.0,-2.5467449166255416,-3.392361796028459,-3.353181443865024,-2.81194478791616
32,32.0,-2.0406939316421564,-2.251802633644971,-1.4845040133661578,-1.3845120028513496
33,33.0,3.2580199100881897,3.514685642568027,3.7421979409457755,3.4617924708629904
34,34.0,2.2340470077615695,1.0424851961883101,1.9276462066602589,1.9147110790207695
35,35.0,-0.9528871460155344,-0.539219592854227,-1.1539672715403204,-1.4343912644958048
36,36.0,2.5683285164854888,2.4939293993720484,2.0716591360054593,2.769947942352572
37,37.0,-0.9677141348069431,-1.0631110835887136,-0.7671666314910095,-1.6979221208194888
38,38.0,0.8855218748593763,1.260539440221013,2.0529071730401554,1.1993093709026208
39,39.0,-1.3513906261413346,-1.6450069155146751,-1.2930594286796828,-1.619831424583603
40,40.0,-0.001069660154950025,0.7494379046609974,0.11187816908275428,1.1108060916853495
41,41.0,0.6498234429748507,0.6207171552993406,1.4901280003914272,0.2846956252987193
42,42.0,0.2711870718522682,0.1666648537475951,0.42049635999549495,-0.7948734927771386
