trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,circles.thisRepN,circles.thisTrialN,circles.thisN,circles.thisIndex,color1,color2,color3,color4,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,pause.started,pause.stopped,indicate1.started,indicate1.stopped,indcate2.started,indcate2.stopped,indcate3.started,indcate3.stopped,indicate4.started,indicate4.stopped,square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.56186809996143,None,space,9.368929999996908,8.56186809996143,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1345,offline,2020.2.6,119.68422513243436,
,,,,,,,,,,,,,,,,,,17.939000899961684,None,18.945028499991167,None,18.945028499991167,None,18.945028499991167,None,18.945028499991167,None,18.945028499991167,None,19.942932999983896,None,19.942932999983896,None,19.942932999983896,None,19.942932999983896,None,,,,,,,
