color1,color2,color3,color4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,circles.thisRepN,circles.thisTrialN,circles.thisN,circles.thisIndex,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,pause.started,pause.stopped,indicate1.started,indicate1.stopped,indcate2.started,indcate2.stopped,indcate3.started,indcate3.stopped,indicate4.started,indicate4.stopped,square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.056139099993743,None,space,0.3857320999959484,8.056139099993743,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,0,0,2,,,,,,,8.448633600026369,None,9.457781900011469,None,9.457781900011469,None,9.457781900011469,None,9.457781900011469,None,9.457781900011469,None,10.458527599985246,None,10.458527599985246,None,10.458527599985246,None,10.458527599985246,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,1,1,3,,,,,,,,,13.451357599988114,None,13.451357599988114,None,13.451357599988114,None,13.451357599988114,None,13.451357599988114,None,14.458458799985237,None,14.458458799985237,None,14.458458799985237,None,14.458458799985237,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",0,0,0,0,0,2,2,0,,,,,,,,,17.45697519998066,None,17.45697519998066,None,17.45697519998066,None,17.45697519998066,None,17.45697519998066,None,18.45087489997968,None,18.45087489997968,None,18.45087489997968,None,18.45087489997968,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",0,0,0,0,0,3,3,1,,,,,,,,,21.457588999997824,None,21.457588999997824,None,21.457588999997824,None,21.457588999997824,None,21.457588999997824,None,22.45159509999212,None,22.45159509999212,None,22.45159509999212,None,22.45159509999212,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
,,,,0,0,0,0,,,,,,,,,,,25.45861099998001,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",1,0,1,0,0,0,0,0,,,,,,,26.452775200014003,None,27.45509870001115,None,27.45509870001115,None,27.45509870001115,None,27.45509870001115,None,27.45509870001115,None,28.450431400036905,None,28.450431400036905,None,28.450431400036905,None,28.450431400036905,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",1,0,1,0,0,1,1,1,,,,,,,,,31.457394600030966,None,31.457394600030966,None,31.457394600030966,None,31.457394600030966,None,31.457394600030966,None,32.45137930003693,None,32.45137930003693,None,32.45137930003693,None,32.45137930003693,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,2,2,2,,,,,,,,,35.458404599979986,None,35.458404599979986,None,35.458404599979986,None,35.458404599979986,None,35.458404599979986,None,36.4525703000254,None,36.4525703000254,None,36.4525703000254,None,36.4525703000254,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,3,3,3,,,,,,,,,39.45106799999485,None,39.45106799999485,None,39.45106799999485,None,39.45106799999485,None,39.45106799999485,None,40.45357349998085,None,40.45357349998085,None,40.45357349998085,None,40.45357349998085,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
,,,,1,0,1,0,,,,,,,,,,,43.45202219998464,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",2,0,2,0,0,0,0,3,,,,,,,44.454351800028235,None,45.457030299992766,None,45.457030299992766,None,45.457030299992766,None,45.457030299992766,None,45.457030299992766,None,46.451132000016514,None,46.451132000016514,None,46.451132000016514,None,46.451132000016514,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",2,0,2,0,0,1,1,2,,,,,,,,,49.45839689997956,None,49.45839689997956,None,49.45839689997956,None,49.45839689997956,None,49.45839689997956,None,50.45255669998005,None,50.45255669998005,None,50.45255669998005,None,50.45255669998005,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",2,0,2,0,0,2,2,0,,,,,,,,,53.45090789999813,None,53.45090789999813,None,53.45090789999813,None,53.45090789999813,None,53.45090789999813,None,54.453288900025655,None,54.453288900025655,None,54.453288900025655,None,54.453288900025655,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",2,0,2,0,0,3,3,1,,,,,,,,,57.45682309998665,None,57.45682309998665,None,57.45682309998665,None,57.45682309998665,None,57.45682309998665,None,58.457078900013585,None,58.457078900013585,None,58.457078900013585,None,58.457078900013585,None,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
,,,,2,0,2,0,,,,,,,,,,,61.450963800016325,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1340,offline,2020.2.6,119.85248558161702,
