0.2705 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.7085 	EXP 	Created square3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-3.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square3', opacity=1.0, ori=array(0.), pos=array([400.,   0.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
8.7096 	EXP 	Created square4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-4.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square4', opacity=1.0, ori=array(0.), pos=array([   0., -400.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
8.7173 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
8.7244 	EXP 	image: image = 'game.jpg'
8.7244 	EXP 	image: image = 'game.jpg'
8.7244 	EXP 	square1: autoDraw = True
8.7244 	EXP 	square2: autoDraw = True
8.7244 	EXP 	square3: autoDraw = True
8.7244 	EXP 	square4: autoDraw = True
8.7244 	EXP 	image: autoDraw = True
8.7281 	EXP 	image: image = 'game.jpg'
8.7329 	EXP 	image: image = 'game.jpg'
8.7373 	EXP 	image: image = 'game.jpg'
8.7413 	EXP 	image: image = 'game.jpg'
8.7456 	EXP 	image: image = 'game.jpg'
8.7502 	EXP 	image: image = 'game.jpg'
8.7547 	EXP 	image: image = 'game.jpg'
8.7598 	EXP 	image: image = 'game.jpg'
8.7649 	EXP 	image: image = 'game.jpg'
8.7696 	EXP 	image: image = 'game.jpg'
8.7736 	EXP 	image: image = 'game.jpg'
8.7777 	EXP 	image: image = 'game.jpg'
8.7822 	EXP 	image: image = 'game.jpg'
8.7867 	EXP 	image: image = 'game.jpg'
8.7906 	EXP 	image: image = 'game.jpg'
8.7945 	EXP 	image: image = 'game.jpg'
8.7997 	EXP 	image: image = 'game.jpg'
8.8037 	EXP 	image: image = 'game.jpg'
8.8076 	EXP 	image: image = 'game.jpg'
8.8115 	EXP 	image: image = 'game.jpg'
8.8167 	EXP 	image: image = 'game.jpg'
8.8228 	EXP 	image: image = 'game.jpg'
8.8292 	EXP 	image: image = 'game.jpg'
8.8345 	EXP 	image: image = 'game.jpg'
8.8385 	EXP 	image: image = 'game.jpg'
8.8426 	EXP 	image: image = 'game.jpg'
8.8466 	EXP 	image: image = 'game.jpg'
8.8509 	EXP 	image: image = 'game.jpg'
8.8548 	EXP 	image: image = 'game.jpg'
8.8581 	EXP 	image: image = 'game.jpg'
8.8616 	EXP 	image: image = 'game.jpg'
8.8661 	EXP 	image: image = 'game.jpg'
8.8698 	EXP 	image: image = 'game.jpg'
8.8730 	EXP 	image: image = 'game.jpg'
8.8764 	EXP 	image: image = 'game.jpg'
8.8808 	EXP 	image: image = 'game.jpg'
8.8844 	EXP 	image: image = 'game.jpg'
8.8875 	EXP 	image: image = 'game.jpg'
8.8908 	EXP 	image: image = 'game.jpg'
8.8939 	EXP 	image: image = 'game.jpg'
8.8970 	EXP 	image: image = 'game.jpg'
8.9009 	EXP 	image: image = 'game.jpg'
8.9046 	EXP 	image: image = 'game.jpg'
8.9082 	EXP 	image: image = 'game.jpg'
8.9117 	EXP 	image: image = 'game.jpg'
8.9152 	EXP 	image: image = 'game.jpg'
8.9188 	EXP 	image: image = 'game.jpg'
8.9221 	EXP 	image: image = 'game.jpg'
8.9256 	EXP 	image: image = 'game.jpg'
8.9289 	EXP 	image: image = 'game.jpg'
8.9325 	EXP 	image: image = 'game.jpg'
8.9364 	EXP 	image: image = 'game.jpg'
8.9399 	EXP 	image: image = 'game.jpg'
8.9431 	EXP 	image: image = 'game.jpg'
8.9463 	EXP 	image: image = 'game.jpg'
8.9494 	EXP 	image: image = 'game.jpg'
8.9530 	EXP 	image: image = 'game.jpg'
8.9568 	EXP 	image: image = 'game.jpg'
8.9599 	EXP 	image: image = 'game.jpg'
8.9630 	EXP 	image: image = 'game.jpg'
8.9666 	EXP 	image: image = 'game.jpg'
8.9699 	EXP 	image: image = 'game.jpg'
8.9733 	EXP 	image: image = 'game.jpg'
8.9766 	EXP 	image: image = 'game.jpg'
8.9798 	EXP 	image: image = 'game.jpg'
8.9839 	EXP 	image: image = 'game.jpg'
8.9870 	EXP 	image: image = 'game.jpg'
8.9900 	EXP 	image: image = 'game.jpg'
8.9930 	EXP 	image: image = 'game.jpg'
8.9959 	EXP 	image: image = 'game.jpg'
8.9998 	EXP 	image: image = 'game.jpg'
9.0030 	EXP 	image: image = 'game.jpg'
9.0059 	EXP 	image: image = 'game.jpg'
9.0089 	EXP 	image: image = 'game.jpg'
9.0120 	EXP 	image: image = 'game.jpg'
9.0157 	EXP 	image: image = 'game.jpg'
9.0196 	EXP 	image: image = 'game.jpg'
9.0229 	EXP 	image: image = 'game.jpg'
9.0261 	EXP 	image: image = 'game.jpg'
9.0306 	EXP 	image: image = 'game.jpg'
9.0345 	EXP 	image: image = 'game.jpg'
9.0376 	EXP 	image: image = 'game.jpg'
9.0407 	EXP 	image: image = 'game.jpg'
9.0437 	EXP 	image: image = 'game.jpg'
9.0471 	EXP 	image: image = 'game.jpg'
9.0504 	EXP 	image: image = 'game.jpg'
9.0536 	EXP 	image: image = 'game.jpg'
9.0567 	EXP 	image: image = 'game.jpg'
9.0602 	EXP 	image: image = 'game.jpg'
9.0646 	EXP 	image: image = 'game.jpg'
9.0680 	EXP 	image: image = 'game.jpg'
9.0710 	EXP 	image: image = 'game.jpg'
9.0739 	EXP 	image: image = 'game.jpg'
9.0770 	EXP 	image: image = 'game.jpg'
9.0800 	EXP 	image: image = 'game.jpg'
9.0840 	EXP 	image: image = 'game.jpg'
9.0872 	EXP 	image: image = 'game.jpg'
9.0901 	EXP 	image: image = 'game.jpg'
9.0931 	EXP 	image: image = 'game.jpg'
9.0960 	EXP 	image: image = 'game.jpg'
9.1000 	EXP 	image: image = 'game.jpg'
9.1032 	EXP 	image: image = 'game.jpg'
9.1061 	EXP 	image: image = 'game.jpg'
9.1094 	EXP 	image: image = 'game.jpg'
9.1128 	EXP 	image: image = 'game.jpg'
9.1162 	EXP 	image: image = 'game.jpg'
9.1194 	EXP 	image: image = 'game.jpg'
9.1226 	EXP 	image: image = 'game.jpg'
9.1258 	EXP 	image: image = 'game.jpg'
9.1289 	EXP 	image: image = 'game.jpg'
9.1335 	EXP 	image: image = 'game.jpg'
9.1368 	EXP 	image: image = 'game.jpg'
9.1398 	EXP 	image: image = 'game.jpg'
9.1431 	EXP 	image: image = 'game.jpg'
9.1461 	EXP 	image: image = 'game.jpg'
9.1494 	EXP 	image: image = 'game.jpg'
9.1528 	EXP 	image: image = 'game.jpg'
9.1559 	EXP 	image: image = 'game.jpg'
9.1597 	EXP 	image: image = 'game.jpg'
9.1629 	EXP 	image: image = 'game.jpg'
9.1664 	EXP 	image: image = 'game.jpg'
9.1699 	EXP 	image: image = 'game.jpg'
9.1729 	EXP 	image: image = 'game.jpg'
9.1780 	EXP 	image: image = 'game.jpg'
9.1841 	EXP 	image: image = 'game.jpg'
9.1889 	EXP 	image: image = 'game.jpg'
9.1926 	EXP 	image: image = 'game.jpg'
9.1956 	EXP 	image: image = 'game.jpg'
9.1998 	EXP 	image: image = 'game.jpg'
9.2030 	EXP 	image: image = 'game.jpg'
9.2067 	EXP 	image: image = 'game.jpg'
9.2097 	EXP 	image: image = 'game.jpg'
9.2128 	EXP 	image: image = 'game.jpg'
9.2161 	EXP 	image: image = 'game.jpg'
9.2197 	EXP 	image: image = 'game.jpg'
9.2229 	EXP 	image: image = 'game.jpg'
9.2259 	EXP 	image: image = 'game.jpg'
9.2289 	EXP 	image: image = 'game.jpg'
9.2325 	EXP 	image: image = 'game.jpg'
9.2358 	EXP 	image: image = 'game.jpg'
9.2390 	EXP 	image: image = 'game.jpg'
9.2420 	EXP 	image: image = 'game.jpg'
9.2453 	EXP 	image: image = 'game.jpg'
9.2488 	EXP 	image: image = 'game.jpg'
9.2527 	EXP 	image: image = 'game.jpg'
9.2559 	EXP 	image: image = 'game.jpg'
9.2587 	EXP 	image: image = 'game.jpg'
9.2621 	EXP 	image: image = 'game.jpg'
9.2661 	EXP 	image: image = 'game.jpg'
9.2704 	EXP 	image: image = 'game.jpg'
9.2748 	EXP 	image: image = 'game.jpg'
9.2781 	EXP 	image: image = 'game.jpg'
9.2821 	EXP 	image: image = 'game.jpg'
9.2858 	EXP 	image: image = 'game.jpg'
9.2890 	EXP 	image: image = 'game.jpg'
9.2929 	EXP 	image: image = 'game.jpg'
9.2968 	EXP 	image: image = 'game.jpg'
9.3024 	EXP 	image: image = 'game.jpg'
9.3057 	EXP 	image: image = 'game.jpg'
9.3089 	EXP 	image: image = 'game.jpg'
9.3124 	EXP 	image: image = 'game.jpg'
9.3162 	EXP 	image: image = 'game.jpg'
9.3197 	EXP 	image: image = 'game.jpg'
9.3230 	EXP 	image: image = 'game.jpg'
9.3262 	EXP 	image: image = 'game.jpg'
9.3294 	EXP 	image: image = 'game.jpg'
9.3333 	EXP 	image: image = 'game.jpg'
9.3365 	EXP 	image: image = 'game.jpg'
9.3403 	EXP 	image: image = 'game.jpg'
9.3436 	EXP 	image: image = 'game.jpg'
9.3474 	EXP 	image: image = 'game.jpg'
9.3507 	EXP 	image: image = 'game.jpg'
9.3541 	EXP 	image: image = 'game.jpg'
9.3584 	EXP 	image: image = 'game.jpg'
9.3618 	EXP 	image: image = 'game.jpg'
9.3653 	EXP 	image: image = 'game.jpg'
9.3689 	EXP 	image: image = 'game.jpg'
9.3736 	EXP 	image: image = 'game.jpg'
9.3768 	EXP 	image: image = 'game.jpg'
9.3808 	EXP 	image: image = 'game.jpg'
9.3845 	EXP 	image: image = 'game.jpg'
9.3879 	EXP 	image: image = 'game.jpg'
9.3911 	EXP 	image: image = 'game.jpg'
9.3944 	EXP 	image: image = 'game.jpg'
9.3978 	EXP 	image: image = 'game.jpg'
9.4017 	EXP 	image: image = 'game.jpg'
9.4047 	EXP 	image: image = 'game.jpg'
9.4082 	EXP 	image: image = 'game.jpg'
9.4112 	EXP 	image: image = 'game.jpg'
9.4145 	EXP 	image: image = 'game.jpg'
9.4179 	EXP 	image: image = 'game.jpg'
9.4210 	EXP 	image: image = 'game.jpg'
9.4240 	EXP 	image: image = 'game.jpg'
9.4269 	EXP 	image: image = 'game.jpg'
9.4304 	EXP 	image: image = 'game.jpg'
9.4339 	EXP 	image: image = 'game.jpg'
9.4370 	EXP 	image: image = 'game.jpg'
9.4402 	EXP 	image: image = 'game.jpg'
9.4434 	EXP 	image: image = 'game.jpg'
9.4466 	EXP 	image: image = 'game.jpg'
9.4501 	EXP 	image: image = 'game.jpg'
9.4538 	EXP 	image: image = 'game.jpg'
9.4570 	EXP 	image: image = 'game.jpg'
9.4598 	EXP 	image: image = 'game.jpg'
9.4633 	EXP 	image: image = 'game.jpg'
9.4669 	EXP 	image: image = 'game.jpg'
9.4703 	EXP 	image: image = 'game.jpg'
9.4736 	EXP 	image: image = 'game.jpg'
9.4766 	EXP 	image: image = 'game.jpg'
9.4797 	EXP 	image: image = 'game.jpg'
9.4831 	EXP 	image: image = 'game.jpg'
9.4863 	EXP 	image: image = 'game.jpg'
9.4892 	EXP 	image: image = 'game.jpg'
9.4923 	EXP 	image: image = 'game.jpg'
9.4954 	EXP 	image: image = 'game.jpg'
9.4987 	EXP 	image: image = 'game.jpg'
9.5023 	EXP 	image: image = 'game.jpg'
9.5056 	EXP 	image: image = 'game.jpg'
9.5087 	EXP 	image: image = 'game.jpg'
9.5121 	EXP 	image: image = 'game.jpg'
9.5158 	EXP 	image: image = 'game.jpg'
9.5193 	EXP 	image: image = 'game.jpg'
9.5226 	EXP 	image: image = 'game.jpg'
9.5260 	EXP 	image: image = 'game.jpg'
9.5291 	EXP 	image: image = 'game.jpg'
9.5325 	EXP 	image: image = 'game.jpg'
9.5361 	EXP 	image: image = 'game.jpg'
9.5393 	EXP 	image: image = 'game.jpg'
9.5425 	EXP 	image: image = 'game.jpg'
9.5455 	EXP 	image: image = 'game.jpg'
9.5487 	EXP 	image: image = 'game.jpg'
9.5522 	EXP 	image: image = 'game.jpg'
9.5554 	EXP 	image: image = 'game.jpg'
9.5586 	EXP 	image: image = 'game.jpg'
9.5617 	EXP 	image: image = 'game.jpg'
9.5655 	EXP 	image: image = 'game.jpg'
9.5689 	EXP 	image: image = 'game.jpg'
9.5721 	EXP 	image: image = 'game.jpg'
9.5751 	EXP 	image: image = 'game.jpg'
9.5780 	EXP 	image: image = 'game.jpg'
9.5814 	EXP 	image: image = 'game.jpg'
9.5856 	EXP 	image: image = 'game.jpg'
9.5902 	EXP 	image: image = 'game.jpg'
9.5932 	EXP 	image: image = 'game.jpg'
9.5963 	EXP 	image: image = 'game.jpg'
9.6012 	EXP 	image: image = 'game.jpg'
9.6049 	EXP 	image: image = 'game.jpg'
9.6080 	EXP 	image: image = 'game.jpg'
9.6111 	EXP 	image: image = 'game.jpg'
9.6144 	EXP 	image: image = 'game.jpg'
9.6176 	EXP 	image: image = 'game.jpg'
9.6208 	EXP 	image: image = 'game.jpg'
9.6238 	EXP 	image: image = 'game.jpg'
9.6269 	EXP 	image: image = 'game.jpg'
9.6298 	EXP 	image: image = 'game.jpg'
9.6331 	EXP 	image: image = 'game.jpg'
9.6366 	EXP 	image: image = 'game.jpg'
9.6399 	EXP 	image: image = 'game.jpg'
9.6433 	EXP 	image: image = 'game.jpg'
9.6471 	EXP 	image: image = 'game.jpg'
9.6505 	EXP 	image: image = 'game.jpg'
9.6540 	EXP 	image: image = 'game.jpg'
9.6573 	EXP 	image: image = 'game.jpg'
9.6604 	EXP 	image: image = 'game.jpg'
9.6639 	EXP 	image: image = 'game.jpg'
9.6686 	EXP 	image: image = 'game.jpg'
9.6721 	EXP 	image: image = 'game.jpg'
9.6755 	EXP 	image: image = 'game.jpg'
9.6786 	EXP 	image: image = 'game.jpg'
9.6828 	EXP 	image: image = 'game.jpg'
9.6862 	EXP 	image: image = 'game.jpg'
9.6893 	EXP 	image: image = 'game.jpg'
9.6926 	EXP 	image: image = 'game.jpg'
9.6958 	EXP 	image: image = 'game.jpg'
9.6999 	EXP 	image: image = 'game.jpg'
9.7032 	EXP 	image: image = 'game.jpg'
9.7062 	EXP 	image: image = 'game.jpg'
9.7094 	EXP 	image: image = 'game.jpg'
9.7126 	EXP 	image: image = 'game.jpg'
9.7164 	EXP 	image: image = 'game.jpg'
9.7204 	EXP 	image: image = 'game.jpg'
9.7234 	EXP 	image: image = 'game.jpg'
9.7263 	EXP 	image: image = 'game.jpg'
9.7294 	EXP 	image: image = 'game.jpg'
9.7327 	EXP 	image: image = 'game.jpg'
9.7361 	EXP 	image: image = 'game.jpg'
9.7393 	EXP 	image: image = 'game.jpg'
9.7429 	EXP 	image: image = 'game.jpg'
9.7466 	EXP 	image: image = 'game.jpg'
9.7497 	EXP 	image: image = 'game.jpg'
9.7528 	EXP 	image: image = 'game.jpg'
9.7557 	EXP 	image: image = 'game.jpg'
9.7587 	EXP 	image: image = 'game.jpg'
9.7618 	EXP 	image: image = 'game.jpg'
9.7647 	EXP 	image: image = 'game.jpg'
9.7676 	EXP 	image: image = 'game.jpg'
9.7708 	EXP 	image: image = 'game.jpg'
9.7744 	EXP 	image: image = 'game.jpg'
9.7780 	EXP 	image: image = 'game.jpg'
9.7812 	EXP 	image: image = 'game.jpg'
9.7843 	EXP 	image: image = 'game.jpg'
9.7874 	EXP 	image: image = 'game.jpg'
9.7918 	EXP 	image: image = 'game.jpg'
9.7962 	EXP 	image: image = 'game.jpg'
9.8000 	EXP 	image: image = 'game.jpg'
9.8037 	EXP 	image: image = 'game.jpg'
9.8068 	EXP 	image: image = 'game.jpg'
9.8098 	EXP 	image: image = 'game.jpg'
9.8130 	EXP 	image: image = 'game.jpg'
9.8160 	EXP 	image: image = 'game.jpg'
9.8190 	EXP 	image: image = 'game.jpg'
9.8227 	EXP 	image: image = 'game.jpg'
9.8261 	EXP 	image: image = 'game.jpg'
9.8294 	EXP 	image: image = 'game.jpg'
9.8326 	EXP 	image: image = 'game.jpg'
9.8374 	EXP 	image: image = 'game.jpg'
9.8407 	EXP 	image: image = 'game.jpg'
9.8438 	EXP 	image: image = 'game.jpg'
9.8470 	EXP 	image: image = 'game.jpg'
9.8500 	EXP 	image: image = 'game.jpg'
9.8533 	EXP 	image: image = 'game.jpg'
9.8562 	EXP 	image: image = 'game.jpg'
9.8589 	EXP 	image: image = 'game.jpg'
9.8618 	EXP 	image: image = 'game.jpg'
9.8648 	EXP 	image: image = 'game.jpg'
9.8687 	EXP 	image: image = 'game.jpg'
9.8720 	EXP 	image: image = 'game.jpg'
9.8750 	EXP 	image: image = 'game.jpg'
9.8781 	EXP 	image: image = 'game.jpg'
9.8811 	EXP 	image: image = 'game.jpg'
9.8843 	EXP 	image: image = 'game.jpg'
9.8874 	EXP 	image: image = 'game.jpg'
9.8903 	EXP 	image: image = 'game.jpg'
9.8932 	EXP 	image: image = 'game.jpg'
9.8962 	EXP 	image: image = 'game.jpg'
9.8994 	EXP 	image: image = 'game.jpg'
9.9027 	EXP 	image: image = 'game.jpg'
9.9056 	EXP 	image: image = 'game.jpg'
9.9089 	EXP 	image: image = 'game.jpg'
9.9125 	EXP 	image: image = 'game.jpg'
9.9157 	EXP 	image: image = 'game.jpg'
9.9190 	EXP 	image: image = 'game.jpg'
9.9221 	EXP 	image: image = 'game.jpg'
9.9251 	EXP 	image: image = 'game.jpg'
9.9279 	EXP 	image: image = 'game.jpg'
9.9310 	EXP 	image: image = 'game.jpg'
9.9341 	EXP 	image: image = 'game.jpg'
9.9371 	EXP 	image: image = 'game.jpg'
9.9405 	EXP 	image: image = 'game.jpg'
9.9436 	EXP 	image: image = 'game.jpg'
9.9467 	EXP 	image: image = 'game.jpg'
9.9497 	EXP 	image: image = 'game.jpg'
9.9530 	EXP 	image: image = 'game.jpg'
9.9561 	EXP 	image: image = 'game.jpg'
9.9593 	EXP 	image: image = 'game.jpg'
9.9625 	EXP 	image: image = 'game.jpg'
9.9655 	EXP 	image: image = 'game.jpg'
9.9684 	EXP 	image: image = 'game.jpg'
9.9719 	EXP 	image: image = 'game.jpg'
9.9750 	EXP 	image: image = 'game.jpg'
9.9780 	EXP 	image: image = 'game.jpg'
9.9809 	EXP 	image: image = 'game.jpg'
9.9839 	EXP 	image: image = 'game.jpg'
9.9871 	EXP 	image: image = 'game.jpg'
9.9903 	EXP 	image: image = 'game.jpg'
9.9938 	EXP 	image: image = 'game.jpg'
9.9971 	EXP 	image: image = 'game.jpg'
10.0001 	EXP 	image: image = 'game.jpg'
10.0035 	EXP 	image: image = 'game.jpg'
10.0067 	EXP 	image: image = 'game.jpg'
10.0097 	EXP 	image: image = 'game.jpg'
10.0126 	EXP 	image: image = 'game.jpg'
10.0159 	EXP 	image: image = 'game.jpg'
10.0192 	EXP 	image: image = 'game.jpg'
10.0223 	EXP 	image: image = 'game.jpg'
10.0253 	EXP 	image: image = 'game.jpg'
10.0282 	EXP 	image: image = 'game.jpg'
10.0311 	EXP 	image: image = 'game.jpg'
10.0343 	EXP 	image: image = 'game.jpg'
10.0380 	EXP 	image: image = 'game.jpg'
10.0411 	EXP 	image: image = 'game.jpg'
10.0443 	EXP 	image: image = 'game.jpg'
10.0477 	EXP 	image: image = 'game.jpg'
10.0507 	EXP 	image: image = 'game.jpg'
10.0542 	EXP 	image: image = 'game.jpg'
10.0571 	EXP 	image: image = 'game.jpg'
10.0600 	EXP 	image: image = 'game.jpg'
10.0630 	EXP 	image: image = 'game.jpg'
10.0660 	EXP 	image: image = 'game.jpg'
10.0696 	EXP 	image: image = 'game.jpg'
10.0727 	EXP 	image: image = 'game.jpg'
10.0757 	EXP 	image: image = 'game.jpg'
10.0786 	EXP 	image: image = 'game.jpg'
10.0817 	EXP 	image: image = 'game.jpg'
10.0848 	EXP 	image: image = 'game.jpg'
10.0879 	EXP 	image: image = 'game.jpg'
10.0910 	EXP 	image: image = 'game.jpg'
10.0943 	EXP 	image: image = 'game.jpg'
10.0974 	EXP 	image: image = 'game.jpg'
10.1004 	EXP 	image: image = 'game.jpg'
10.1036 	EXP 	image: image = 'game.jpg'
10.1068 	EXP 	image: image = 'game.jpg'
10.1100 	EXP 	image: image = 'game.jpg'
10.1134 	EXP 	image: image = 'game.jpg'
10.1170 	EXP 	image: image = 'game.jpg'
10.1204 	EXP 	image: image = 'game.jpg'
10.1236 	EXP 	image: image = 'game.jpg'
10.1273 	EXP 	image: image = 'game.jpg'
10.1308 	EXP 	image: image = 'game.jpg'
10.1345 	EXP 	image: image = 'game.jpg'
10.1379 	EXP 	image: image = 'game.jpg'
10.1412 	EXP 	image: image = 'game.jpg'
10.1444 	EXP 	image: image = 'game.jpg'
10.1474 	EXP 	image: image = 'game.jpg'
10.1506 	EXP 	image: image = 'game.jpg'
10.1540 	EXP 	image: image = 'game.jpg'
10.1569 	EXP 	image: image = 'game.jpg'
10.1600 	EXP 	image: image = 'game.jpg'
10.1633 	EXP 	image: image = 'game.jpg'
10.1664 	EXP 	image: image = 'game.jpg'
10.1696 	EXP 	image: image = 'game.jpg'
10.1728 	EXP 	image: image = 'game.jpg'
10.1761 	EXP 	image: image = 'game.jpg'
10.1791 	EXP 	image: image = 'game.jpg'
10.1824 	EXP 	image: image = 'game.jpg'
10.1858 	EXP 	image: image = 'game.jpg'
10.1890 	EXP 	image: image = 'game.jpg'
10.1922 	EXP 	image: image = 'game.jpg'
10.1958 	EXP 	image: image = 'game.jpg'
10.1989 	EXP 	image: image = 'game.jpg'
10.2022 	EXP 	image: image = 'game.jpg'
10.2054 	EXP 	image: image = 'game.jpg'
10.2084 	EXP 	image: image = 'game.jpg'
10.2118 	EXP 	image: image = 'game.jpg'
10.2150 	EXP 	image: image = 'game.jpg'
10.2187 	EXP 	image: image = 'game.jpg'
10.2219 	EXP 	image: image = 'game.jpg'
10.2269 	EXP 	image: image = 'game.jpg'
10.2298 	EXP 	image: image = 'game.jpg'
10.2333 	EXP 	image: image = 'game.jpg'
10.2366 	EXP 	image: image = 'game.jpg'
10.2399 	EXP 	image: image = 'game.jpg'
10.2430 	EXP 	image: image = 'game.jpg'
10.2459 	EXP 	image: image = 'game.jpg'
10.2489 	EXP 	image: image = 'game.jpg'
10.2521 	EXP 	image: image = 'game.jpg'
10.2556 	EXP 	image: image = 'game.jpg'
10.2585 	EXP 	image: image = 'game.jpg'
10.2614 	EXP 	image: image = 'game.jpg'
10.2643 	EXP 	image: image = 'game.jpg'
10.2670 	EXP 	image: image = 'game.jpg'
10.2703 	EXP 	image: image = 'game.jpg'
10.2741 	EXP 	image: image = 'game.jpg'
10.2779 	EXP 	image: image = 'game.jpg'
10.2813 	EXP 	image: image = 'game.jpg'
10.2844 	EXP 	image: image = 'game.jpg'
10.2877 	EXP 	image: image = 'game.jpg'
10.2908 	EXP 	image: image = 'game.jpg'
10.2940 	EXP 	image: image = 'game.jpg'
10.2972 	EXP 	image: image = 'game.jpg'
10.3004 	EXP 	image: image = 'game.jpg'
10.3038 	EXP 	image: image = 'game.jpg'
10.3070 	EXP 	image: image = 'game.jpg'
10.3100 	EXP 	image: image = 'game.jpg'
10.3134 	EXP 	image: image = 'game.jpg'
10.3169 	EXP 	image: image = 'game.jpg'
10.3211 	EXP 	image: image = 'game.jpg'
10.3241 	EXP 	image: image = 'game.jpg'
10.3270 	EXP 	image: image = 'game.jpg'
10.3299 	EXP 	image: image = 'game.jpg'
10.3330 	EXP 	image: image = 'game.jpg'
10.3366 	EXP 	image: image = 'game.jpg'
10.3395 	EXP 	image: image = 'game.jpg'
10.3425 	EXP 	image: image = 'game.jpg'
10.3455 	EXP 	image: image = 'game.jpg'
10.3490 	EXP 	image: image = 'game.jpg'
10.3531 	EXP 	image: image = 'game.jpg'
10.3579 	EXP 	image: image = 'game.jpg'
10.3622 	EXP 	image: image = 'game.jpg'
10.3662 	EXP 	image: image = 'game.jpg'
10.3695 	EXP 	image: image = 'game.jpg'
10.3726 	EXP 	image: image = 'game.jpg'
10.3759 	EXP 	image: image = 'game.jpg'
10.3792 	EXP 	image: image = 'game.jpg'
10.3828 	EXP 	image: image = 'game.jpg'
10.3862 	EXP 	image: image = 'game.jpg'
10.3898 	EXP 	image: image = 'game.jpg'
