color1,color2,color3,color4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,circles.thisRepN,circles.thisTrialN,circles.thisN,circles.thisIndex,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,pause.started,pause.stopped,indicate1.started,indicate1.stopped,indcate2.started,indcate2.stopped,indcate3.started,indcate3.stopped,indicate4.started,indicate4.stopped,square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.30277319997549,None,space,0.8826889999909326,8.30277319997549,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",0,0,0,0,0,0,0,0,,,,,,,9.192635399987921,None,10.19841259997338,None,10.19841259997338,None,10.19841259997338,None,10.19841259997338,None,10.19841259997338,None,11.207988499954809,None,11.207988499954809,None,11.207988499954809,None,11.207988499954809,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,1,1,2,,,,,,,,,14.198355499946047,None,14.198355499946047,None,14.198355499946047,None,14.198355499946047,None,14.198355499946047,None,15.206031299952883,None,15.206031299952883,None,15.206031299952883,None,15.206031299952883,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,2,2,3,,,,,,,,,18.20592909998959,None,18.20592909998959,None,18.20592909998959,None,18.20592909998959,None,18.20592909998959,None,19.201872499950696,None,19.201872499950696,None,19.201872499950696,None,19.201872499950696,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",0,0,0,0,0,3,3,1,,,,,,,,,22.205343399953563,None,22.205343399953563,None,22.205343399953563,None,22.205343399953563,None,22.205343399953563,None,23.20778379996773,None,23.20778379996773,None,23.20778379996773,None,23.20778379996773,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
,,,,0,0,0,0,,,,,,,,,,,26.201040099957027,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",1,0,1,0,0,0,0,1,,,,,,,27.19724369997857,None,28.199740399955772,None,28.199740399955772,None,28.199740399955772,None,28.199740399955772,None,28.199740399955772,None,29.196816799987573,None,29.196816799987573,None,29.196816799987573,None,29.196816799987573,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,1,1,3,,,,,,,,,32.19558729999699,None,32.19558729999699,None,32.19558729999699,None,32.19558729999699,None,32.19558729999699,None,33.20897259999765,None,33.20897259999765,None,33.20897259999765,None,33.20897259999765,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,2,2,2,,,,,,,,,36.20002009999007,None,36.20002009999007,None,36.20002009999007,None,36.20002009999007,None,36.20002009999007,None,37.20083619997604,None,37.20083619997604,None,37.20083619997604,None,37.20083619997604,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",1,0,1,0,0,3,3,0,,,,,,,,,40.1961962999776,None,40.1961962999776,None,40.1961962999776,None,40.1961962999776,None,40.1961962999776,None,41.199142599944025,None,41.199142599944025,None,41.199142599944025,None,41.199142599944025,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
,,,,1,0,1,0,,,,,,,,,,,44.20258639997337,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",2,0,2,0,0,0,0,0,,,,,,,45.19843749998836,None,46.20086539996555,None,46.20086539996555,None,46.20086539996555,None,46.20086539996555,None,46.20086539996555,None,47.19502049998846,None,47.19502049998846,None,47.19502049998846,None,47.19502049998846,None,,001,2020_Nov_23_1333,offline,2020.2.6,121.51376998090076,
