0.1169 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
1.2281 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
9.1671 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EBDB8910A0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EBDB8C8AC0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1673 	EXP 	window1: mouseVisible = True
9.1673 	EXP 	window1: recordFrameIntervals = False
9.2499 	EXP 	window1: recordFrameIntervals = True
9.3417 	EXP 	window1: recordFrameIntervals = False
9.3428 	EXP 	Created square1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square1', opacity=1.0, ori=array(0.), pos=array([  0., 400.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
9.3437 	EXP 	Created square2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square2', opacity=1.0, ori=array(0.), pos=array([-400.,    0.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
9.3446 	EXP 	Created square3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-3.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square3', opacity=1.0, ori=array(0.), pos=array([400.,   0.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
9.3454 	EXP 	Created square4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-4.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='square4', opacity=1.0, ori=array(0.), pos=array([   0., -400.]), size=array([200., 200.]), units='pix', vertices=ndarray(...), win=Window(...))
9.3487 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
9.3665 	EXP 	image: image = 'game.jpg'
9.3665 	EXP 	image: image = 'game.jpg'
9.3665 	EXP 	square1: autoDraw = True
9.3665 	EXP 	square2: autoDraw = True
9.3665 	EXP 	square3: autoDraw = True
9.3665 	EXP 	square4: autoDraw = True
9.3665 	EXP 	image: autoDraw = True
9.3749 	EXP 	image: image = 'game.jpg'
9.3999 	EXP 	image: image = 'game.jpg'
9.4167 	EXP 	image: image = 'game.jpg'
9.4249 	EXP 	image: image = 'game.jpg'
9.4415 	EXP 	image: image = 'game.jpg'
9.4582 	EXP 	image: image = 'game.jpg'
9.4748 	EXP 	image: image = 'game.jpg'
9.4999 	EXP 	image: image = 'game.jpg'
9.5082 	EXP 	image: image = 'game.jpg'
9.5249 	EXP 	image: image = 'game.jpg'
9.5415 	EXP 	image: image = 'game.jpg'
9.5582 	EXP 	image: image = 'game.jpg'
9.5832 	EXP 	image: image = 'game.jpg'
9.5915 	EXP 	image: image = 'game.jpg'
9.6081 	EXP 	image: image = 'game.jpg'
9.6248 	EXP 	image: image = 'game.jpg'
9.6916 	EXP 	image: image = 'game.jpg'
9.6998 	EXP 	image: image = 'game.jpg'
9.7250 	EXP 	image: image = 'game.jpg'
9.7332 	EXP 	image: image = 'game.jpg'
9.7668 	EXP 	image: image = 'game.jpg'
9.7834 	EXP 	image: image = 'game.jpg'
9.8000 	EXP 	image: image = 'game.jpg'
