square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.09151259995997,None,8.09151259995997,None,8.09151259995997,None,8.09151259995997,None,8.09151259995997,None,,,,,,,
