trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.43759090002277,None,space,7.317553700006101,11.43759090002277,None,,,,001,2020_Nov_22_1717,offline,2020.2.6,121.62624012519754,
,,,,,,,,,,18.763917400006903,None,,,,,,,
