square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.56404070003191,None,9.56404070003191,None,9.56404070003191,None,9.56404070003191,None,9.56404070003191,None,,,,,,,
