color1,color2,color3,color4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,circles.thisRepN,circles.thisTrialN,circles.thisN,circles.thisIndex,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,pause.started,pause.stopped,indicate1.started,indicate1.stopped,indcate2.started,indcate2.stopped,indcate3.started,indcate3.stopped,indicate4.started,indicate4.stopped,square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.612016200029757,None,right,7.782377399969846,9.612016200029757,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1740,offline,2020.2.6,1277.5797535233917,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",0,0,0,0,0,0,0,1,,,,,,,17.396184600016568,None,18.404994299984537,None,18.404994299984537,None,18.404994299984537,None,18.404994299984537,None,18.404994299984537,None,19.398667000001296,None,19.398667000001296,None,19.398667000001296,None,19.398667000001296,None,,001,2020_Nov_23_1740,offline,2020.2.6,1277.5797535233917,
,,,,,,,,,,,,,,,,,,,,22.562478900013957,None,22.562478900013957,None,22.562478900013957,None,22.562478900013957,None,22.562478900013957,None,,,,,,,,,,,,,,,
